Mixture	CD14 Mono	CD4 TCM_1	CD8 Naive	NK_2	CD8 TEM_1	CD16 Mono	B intermediate lambda	CD4 Naive	CD4 CTL	B naive kappa	CD4 TCM_3	MAIT	CD4 TCM_2	CD8 TEM_2	gdT_3	NK_1	CD8 TCM_1	dnT_2	B intermediate kappa	B memory kappa	Doublet	pDC	CD8 TEM_5	gdT_1	B naive lambda	NK_4	CD8 Proliferating	CD8 TCM_2	Treg Naive	Plasma	CD4 TEM_1	Treg Memory	CD4 TEM_3	CD8 TCM_3	cDC2_1	NK Proliferating	CD8 TEM_4	ASDC_pDC	CD4 TEM_2	B memory lambda	dnT_1	HSPC	cDC2_2	Platelet	NK_CD56bright	CD4 TEM_4	CD8 TEM_6	CD8 Naive_2	gdT_2	NK_3	CD8 TEM_3	CD4 Proliferating	Eryth	gdT_4	Plasmablast	cDC1	ASDC_mDC	ILC	P-value	Correlation	RMSE
4495	0.00322875562516473	0.00401865264014958	0.0141157032076235	0.0182172185536052	0.0387060040420278	0.0501353386925591	0	0	0	0.0396881935658848	0.0151501327033341	0.0530152944084	0.0223273298220559	0.0169287101333277	0.0164737882108836	0.105904479848105	0.0259814123445884	0.0196520877601018	0.0132189202834003	0.030031091283525	0.0294094812080048	0	0	0.0609166418383818	0.0188934053574116	0.0182783740284514	0.0496623612017339	0	0.00119549982591559	0	0.013247491818318	0	0.00953858630604084	0	0.018455837801339	0.0017425978615056	0.00670183935275914	0.0472105568378415	0.0354635448911404	0	0.00992897327469699	0.0144346639836778	0	0.0174673362237794	0	0	0	0.0155138343449072	0	0.0941050011167875	0	0.0114874133342249	0.00412774176575638	0	0.0053594441183588	0.010279421721167	0.0197868386630639	0	0	0.91663121721628	0.704871683695075
4497	0.0481095019970733	0.0275269401914017	0.0118707502776424	0	0	0.0299974248670004	0.0108181073064557	0.0375244443664496	0.0137385583861067	0	0.0222229603313059	0.0256386945826226	0.0212400624911273	0.00875160363937409	0.0336640096391431	0.0335978643028381	0	0	0.0109893811529951	0.00260847136010922	0.0257101872818423	0.0392939314688462	0	0.0232227569017488	0	0.0306710199558728	0.0531347460635851	0	0.0609911905637566	0	0.0114179578046745	0	0.0149261180782638	0	0.0255482611402037	0.00287208764843559	0.0272821461452374	0.0257988350174469	0.0220820323427027	0	0.0362359608343973	0	0.0234698078035343	0	0.0303180838015344	0.0842054849523511	0	0	0.0173238648308029	0.0161594945870351	0	0.0504652191000797	0	0	0	0.00680602633152301	0.0337660124544808	0	0	0.908478284796158	0.692915801937908
4529	0.011765906659329	0.0249122623845986	0	0.0831294023376156	0.012671394542566	0	0	0.00489677108244837	0	0.0211979806369335	0.031162303162091	0.0512596049534871	0.0287497844163562	0.0550093960458618	0	0	0	0.0428059352261069	0.0180408875520064	0.0129471877543194	0	0	0.018811368799312	0.0156109384882608	0.00214082834446023	0.00751430547399983	0.0192951027439137	0	0.0138063275557065	0	0.00315642282665317	0.016949503622468	0.0133410760298243	0	0.0627723859456928	0.0394711001942985	0.0406317352830048	0.0125998037002083	0	0	0	0.0748958783103833	0.0116901181869683	0.0207605105755855	0	0	0	0.00433031394796294	0.00583479011778724	0.0318948854492872	0	0	0.0264389970906884	0.0609362933554807	0	0	0.0719490872355948	0.0266194099687389	0.002	0.608604236435275	0.855617542931752
4535	0.0059196014675121	0.02708901338351	0	0.0808191928039096	0.0168930397154255	0	0.0391055905740367	0	0	0.0348982747623341	0.0157812401353504	0.0382731972944875	0.0419501770075644	0.0367426420732025	0	0	0	0.00399552497320236	0	0	0	0.00436737919359395	0.0119642645768759	0.0289065329271248	0.0699828046640351	0.0246012177707622	0.00576867508189958	0	0.001362156765315	0.121992343606409	0	0.0204221722944849	0.0102019991235052	0	0	0.0352592250424519	0.0297109774731854	0.0450959652479495	0.0130416381998913	0	0	0	0.0580974007830018	0	0	0	0.0466930485032459	0	0	0.00866654374926345	0	0.0387059784130435	0.0157425044346475	0.0207689557226999	0	0.0205055042794965	0.00261408978240388	0.0240611281741782	0.102	0.305338769257233	1.01050835746562
4547	0.0757877640267968	0	0.0215403219212159	0	0	0	0	0.0227993817724628	0.01840740943351	0.0469852275916185	0	0	0	0	0.0049723924370147	0	0.0205217106508064	0.0170616182397098	0	0.0213586513113006	0.00901344871288451	0.0174980215516261	0.0200290953263998	0	0.0323987241432756	0	0.0090483163064847	0.0158063405442726	0.0138495856267252	0.00999589959145687	0	0	0	0.0487030370893646	0.0359054437143393	0.000359218220786932	0.0233991131284296	0.0526754648005392	0	0.0322161517243144	0.00888528777852798	0.122940763024782	0	0	0.070724261785758	0.0261917573764536	0	0.0122965028989845	0.026345088252725	0	0.0436644162547894	0	0	0	0	0.0092391646057471	0.0932771978630461	0.0161032222938511	0.016	0.461918357304916	0.891157571048248
4627	0.0571433143968345	0.0143137831087444	0	0.02296766482922	0.0651814914112811	0	0.01178588567968	0.00799692417173738	0	0.02281583553984	0	0.079792373883636	0	0.0533224202117931	0.0262945193563208	0.0262623959073097	0.0197973259186756	0	0.00530602493737216	0	0	0.0453074103455402	0.00443854796374423	0.0337824534679804	0	0.0322682400425352	0.046063211702593	0	0.0623911768985659	0	0	0	0	0	0.00793368416418328	0.00906386638129272	0.0429508782260108	0.0752109620467094	0.0409466874861507	0	0	0.0209200630301219	0.00219720179577037	0	0	0.0259521141905808	0.03021922218016	0	0.00827901418578817	0.047367955016747	0	0	0	0	0	0.0208565926256014	0.0308707588974798	0	0	0.913687028130828	0.719862988018897
4633	0.0407334915347318	0.0274101185891252	0.0335832443869846	0.0462243804962417	0	0.0114728281357465	0.0130551554234391	0.0232509392761342	0.0382738643204718	0	0.0726604451936298	0	0.0533733336065207	0	0	0.0763385423524482	0	0	0	0	0.0107804395338159	0.026671803583077	0.0100704504952641	0.00861551650010666	0.00792106420254849	0	0.0342476425326451	0.00723511704426847	0.000116138054872031	0.00153280458187843	0.0312328680934185	0	0.0351037973358122	0.0220535495986817	0.00157488001358144	0.0199996822728437	0.012964729672012	0.0288638973936059	0	0.00656230333556193	0.027536388709787	0	0	0	0	0	0	0.0132318297047442	0	0.0343807474962501	0.0201225490110722	0.0995304863900506	0.0178929855031344	0	0.0173607810932341	0	0.0321363596055571	0.0358848449267032	0	0.925405152002633	0.677788373867791
4711	0.0181372199815512	0.0326130906979897	0.007819526742081	0.0274100916035415	0.0456304954313505	0	0	0.000118532103119901	0.0116867178757395	0.0378162796185837	0.00194342606723576	0.0857350266271583	0.0662756441459707	0.0440886264039196	0	0.0260573421062379	0	0	0.0328494883266539	0.0268931446805145	0	0	0.00695457211790792	0.00586974154298655	0.0148761846563083	0.0361250354713809	0.0133985691160277	0	0.00058562149152724	0.0111841778344045	0.0232373606243065	0.0415863775177534	0	0	0.0143900469543405	0.00241839875941027	0.0181173895755751	0.0158950071887543	0.0542637903065633	0	0	0.0774902996245045	0.00766825696461939	0.0112706950611937	0	0	0.0179894192262361	0.0329698677570608	0	0.0580577667995803	0	0	0.0473454023579695	0.001466837342907	0	0	0.0217645292970345	0	0	0.693530754428953	0.77938023308641
4721	0.0905037741081273	0.0186776700581391	0.00654372638449942	0.0335964323030306	0	0	0	0.0610861871261197	0	0.0150892471063472	0	0	0	0.00492366485190613	0.0177579619635769	0	0.00921303790958392	0	0	0.0136867303381334	0.00969549826605594	0.0476609040584178	0.00775001464052225	0.012360242454199	0	0.0311358533253581	0.00349672591795574	0.00677291677003008	0.0572111667241169	0	0	0	0	0	0.00621043355108979	0.0231772506848749	0.0234924564573125	0.0596375063239604	0	0.00492980990371638	0.0482884373609959	0.158519759620264	0.0251995325989323	0	0.0578919199888962	0.0303455224200031	0.0144320747058042	0	0.000616895706630196	0	0.00511921782512751	0.0134218400276368	0	0	0	0.0398622881339655	0.0416933003846703	0	0	0.741966842636416	0.82132808303441
4742	0.072317066365725	0.00684272456206715	0.001504350335894	0.0259573144120222	0	0	0	0.0230208724167585	0.00387891776300382	0.0120156471777162	0	0	0	0.00374810591089174	0	0	0.0109985178096708	0	0	0.000857598418708198	0	0.0529503801255066	0.0295183331024167	0.0242297258524094	0	0	0.0312421773701968	0.0551069598123377	0.0213874933868835	8.33105006071883e-05	0	0	0	0.0150763414474284	0.00969268243025289	0.0270335101764883	0.0177431609469816	0.0378949377616482	0	0.0370535092588037	0.035829893914286	0.0662957177109579	0.049498889975865	0	0.0381816851005162	0	0.00440952308466277	0.01496689204622	0.0197791214116758	0	0.0288997004518227	0.07145130702916	0	0.0272703986352107	0.0128424813268119	0.0537871704042259	0.0198881668895926	0.0367454146745738	0	0.802802144115708	0.79542252617959
4751	0.0200904538087587	0.0298982836358238	0	0	0.06425962764117	0	0	0	0.0516475558833316	0.0285477526439778	0	0.0229673562765724	0.0755657412403492	0.0343432326431713	0	0.018718877703432	0.021499584152346	0	0.0133281631769079	0.00775461658547193	0	0.00779498927411063	0	0.0179017280508314	0	0.0308302459429122	0.0454817327143424	0.0218297631996801	0.0112900879241554	0	0.0330195912526351	0.0485021891607647	0.00441480601480889	0	0.0446536671717527	0.00158555756550759	0.0248115728571654	0	0.0566487903040117	0	0	0.0546883631436486	0.0269470519129022	0	0.0193909603861614	0	0	0.0268202893629007	0.00350359237114973	0.0469340595114293	0.0132292964897274	0.0122926082083704	0.00202323011209376	0	0	0	0	0.0567845816776258	0	0.913246546434302	0.692415044970577
4782	0.0432043864595426	0.0240637059262146	0	0.0619504410635836	0.0239881386298854	0	0.0199916612811187	0	0	0.0104359958800999	0.0132160520911011	0.0921702615590323	0.0103384795459851	0.0532989647186624	0	0	0	0.0170763107919163	0.016936526813696	0.00675450075138347	0	0.0406077251348311	0.0438762054737662	0.0357608023252623	0	0.0129862197588216	0	0	0.0195243621288097	0.00498838504925035	0.00319806995684558	0	0.0271670802226221	0	0.0425732021029514	0.0155500656719765	0.055133407661278	0.0229883548318329	0.0173860585491262	0	0	0.071152715724864	0	0	0	0.0160602358490261	0.0514306944560848	0	0.0213102488887412	0.0102439214795059	0	0	0.00515728383747249	0.0291599544109396	0	0	0.0603195809737703	0	0	0.665886923439031	0.819844743030266
4785	0.0300013201726539	0.0377108877903644	0	0.0258995269369362	0.0621802328050094	0.0226080501887529	0.0151260463681594	0.0398099922868247	0	0.016441944608151	0	0.0688388898527993	0.0332972635036582	0.0234987627192365	0.0584260005686308	0	0.0117426190857828	0	0.0502051673970128	0.0158358953002563	0.0156755193370913	0	0	0.0276017671798759	0	0.0502732289151827	0	0	0.0563005915028387	0.00797548612268488	0	0.0109365058862874	0	0	0.0108327635015156	0.0148189705580248	0.0184559894075869	0.011232850371416	0.0593164057238023	0	0.0166263289638299	0.0511193079041449	0.00196733611876817	0	0	0.0400529524320258	0	0	0	0.0405407155941499	0	0.00651142483738742	0.00932480869233272	0	0	0	0.0388144473668262	0	0	0.914048151804687	0.657846017660617
4816	0	0.0176449330934315	0	0.00174831338997857	0.0459174313694208	0.000782058041807677	0.0166496008088974	0	0.0413056620609435	0.0150435150817336	0	0	0.0739390271636164	0.0369731352218881	0.0106714250644843	0.00833419064529106	0.0113529828156872	0	0.0259230009179536	0.00512300184511595	0	0	0	0.0193091361247582	0.016036208091413	0.0331465115617044	0.0424149949157296	0	0.00578091003603646	0.00886004806310704	0.0250517071240647	0	0.00575333735909507	0	0.0329197404851392	0.0106255504268568	0.0538760951698744	0.00208317800120357	0.0651129881004994	0	0	0	0.0754007816884019	0	0.0836220323534855	0.0255010847658209	0	0.0315047061169427	0.0647265597903952	0.0478772364789323	0.00537820673306756	0	0.0118029077854528	0	0	0	0.0218078013077691	0	0	0.793440036811926	0.757707195279162
4821	0	0.0327638132599547	0	0.0538873443202172	0.0389596364569495	0.00444031365575471	0	0.0353301982365942	0	0.0565033368613113	0	0.088256063553976	0.0490816089337671	0.0356495326728957	0	0	0.00391936273724926	0	0.0408607488378217	0.0445294700652102	0	0	0.00840384707082359	0.0132720774688086	0	0.0330566001718837	0	0.00390434080648666	0.041055409728505	0.0032528500417798	0	0.0455993039075173	0	0	0.03718383052451	0.021442315540909	0.0260793148506021	0	0.0332681647166346	0	0	0.0731707536523599	0.0307537682711191	0	0.0155251006994659	0	0.0098890111949186	0.025715619927218	0.0117236697285051	0.0316119087874926	0	0.00298678623100717	0.0128494412999461	0.02328015287421	0	0	0	0.0117943029135954	0	0.866594211578671	0.677752930813907
4859	0.0439133309730882	0.0374439466408212	0	0.0116981904754317	0.0749122754812498	0	0	0.0376652463309892	0	0.0309904157315587	0	0.017065427535517	0.0282039354108629	0.0233638658834282	0.0421102450442719	0	0.0192167387727952	0	0.0199149413474467	0.00666237458558946	0.00291585236278916	0.014591390875622	0	0	0	0.0374526104103969	0	0	0.0573354508435389	0	0	0.0513391694757868	0	0	0.00855776659664876	0.0112709726637699	0.00691985984425584	0.043000105141416	0.0490223858136334	0	0	0.12927188571269	0	0	0	0.0621231596119345	0.0165868387393479	0	0	0.0407090864438187	0	0	0.00551538447850465	0.011959064569895	0	0	0.0403475549986748	0.0179205272042268	0	0.878693562932899	0.712743946612509
