,P1_I4_M1,P1_I4_M2,P1_I4_M3,P1_I4_M4,P2_I8_M1,P2_I8_M2,P2_I8_M3,P2_I8_M4,P2_I8_M5,P2_I8_M6,P2_I8_M7,P2_I8_M8,P3_I5_M1,P3_I5_M2,P3_I5_M3,P3_I5_M4,P3_I5_M5,P3_I5_M6,P3_I5_M7,P4_I4_M1,P4_I4_M2,P4_I4_M3,P4_I4_M4,P5_I8_M1,P5_I8_M2,P5_I8_M3,P6_I3_M1,P6_I3_M2,P7_I2_M1,P8_I2_M1,P9_I3_M1
5526,9.315123548675201,905.2828947368421,1728.112426035503,2662.8518518518517,52.23863636363637,921.2264150943396,2346.5064935064934,1349.3225806451612,330.02564102564105,357.55172413793105,87.86363636363636,6093.571428571428,993.2884615384615,574.5490196078431,39.608695652173914,4603.2972972972975,765.6,692.4814814814815,1503.48,53.18181818181818,52.69230769230769,18.70967741935484,769.2068965517242,1079.4615384615386,535.1153846153846,560.0,1948.1739130434783,614.9545454545455,1560.225806451613,4659.55,67.33333333333333
5567,12.340949687406967,1707.358552631579,3884.437869822485,2798.953703703704,65.86363636363636,8052.820754716981,4936.948051948052,3187.1290322580644,527.025641025641,667.2758620689655,362.95454545454544,1760.142857142857,1959.8076923076924,938.3725490196078,51.80434782608695,10058.0,1166.7666666666667,1185.0740740740741,3314.52,65.49090909090908,66.1025641025641,155.93548387096774,1138.344827586207,1595.3076923076924,1800.8461538461538,831.96,3540.913043478261,700.6363636363636,2996.483870967742,8270.15,65.42857142857143
5709,20.083358142304256,1810.9111842105262,5170.455621301775,6623.861111111111,92.22727272727273,7858.367924528302,9737.90909090909,3319.7258064516127,782.6666666666666,694.1724137931035,1070.9545454545455,2044.142857142857,2113.730769230769,1166.0588235294117,156.1304347826087,11758.216216216217,2270.0,4052.777777777778,7359.56,94.07272727272728,233.92307692307693,218.29032258064515,2202.5172413793102,2297.230769230769,1405.4615384615386,1189.0,3624.7391304347825,1744.8181818181818,5088.935483870968,9370.2,160.0
5712,9.22171777314677,981.7368421052631,3583.1005917159764,1647.1759259259259,44.8125,1733.7264150943397,6932.909090909091,1863.8225806451612,558.8717948717949,464.41379310344826,162.4090909090909,857.3333333333334,1325.2307692307693,351.9019607843137,73.93478260869566,8904.81081081081,1492.6333333333334,1689.5185185185185,6627.68,43.6,129.94871794871796,87.3225806451613,1292.3793103448277,1104.6666666666667,1143.3846153846155,802.76,3427.695652173913,576.5454545454545,2431.9032258064517,5318.1,87.71428571428571
5867,13.272923489133671,1892.9506578947369,4005.4437869822486,2322.2685185185187,73.98863636363636,5376.311320754717,4021.6103896103896,3011.435483870968,599.7948717948718,1233.2758620689656,171.0909090909091,1175.7142857142858,2430.2115384615386,894.1764705882352,56.76086956521739,8305.864864864865,1405.2,1121.888888888889,2136.16,84.14545454545454,57.717948717948715,47.96774193548387,1429.344827586207,1733.8461538461538,1972.6538461538462,1048.24,3590.7391304347825,673.4090909090909,2669.3870967741937,6585.7,77.19047619047619
5915,10.162846085144388,1683.782894736842,4154.970414201183,2352.8981481481483,48.99431818181818,2439.9622641509436,4858.454545454545,2741.951612903226,551.5641025641025,850.9655172413793,49.0,722.9047619047619,2224.576923076923,921.5686274509804,53.391304347826086,11366.486486486487,1152.5333333333333,1124.4074074074074,3716.44,52.81818181818182,64.7948717948718,148.29032258064515,1000.8275862068965,1556.5897435897436,2168.6153846153848,710.44,3451.391304347826,598.4090909090909,2960.516129032258,7606.95,51.714285714285715
6119,36.664557904138135,3714.782894736842,5772.508875739645,8291.092592592593,323.0511363636364,2702.0283018867926,5313.38961038961,5172.354838709677,1277.4102564102564,5099.620689655172,25540.272727272728,1213.5238095238096,4831.557692307692,1717.1568627450981,121.1304347826087,8696.621621621622,3332.266666666667,2445.740740740741,3505.28,310.8,115.74358974358974,96.87096774193549,3746.551724137931,4953.025641025641,2241.5384615384614,3349.56,11355.04347826087,3334.590909090909,8677.193548387097,8478.2,346.5238095238095
6354,12.36759452217922,1274.1875,2451.562130177515,3783.6018518518517,68.43181818181819,28485.93396226415,3129.116883116883,2220.6774193548385,420.7435897435897,897.2758620689655,1364.2727272727273,396.3333333333333,1662.7115384615386,980.4117647058823,51.82608695652174,5221.243243243243,1097.6666666666667,1201.5555555555557,2578.52,80.01818181818182,50.82051282051282,306.83870967741933,1062.0689655172414,1658.3076923076924,1110.8461538461538,957.56,3850.304347826087,947.6818181818181,3518.7419354838707,4557.7,68.0
6359,15.128535278356654,1832.9144736842106,6083.958579881657,3969.6666666666665,86.67045454545455,8650.735849056604,9690.74025974026,3124.064516129032,757.6923076923077,804.2068965517242,2762.7727272727275,84.66666666666667,3040.846153846154,909.9019607843137,169.43478260869566,13951.486486486487,2027.3666666666666,4308.074074074074,7950.0,97.10909090909091,182.07692307692307,288.2258064516129,1820.6896551724137,2487.5897435897436,1966.5384615384614,1303.2,7691.826086956522,1387.3181818181818,7551.1612903225805,9195.45,99.85714285714286
6363,12.486007740398929,1218.3486842105262,5361.467455621302,2912.314814814815,65.42613636363636,4699.952830188679,10915.441558441558,1984.967741935484,718.6410256410256,2013.7931034482758,898.9545454545455,1023.2380952380952,1941.0961538461538,582.5686274509804,109.56521739130434,12583.243243243243,2145.4333333333334,3063.185185185185,13199.04,66.52727272727273,169.51282051282053,410.03225806451616,1449.7241379310344,1206.5128205128206,1656.1153846153845,955.4,5548.04347826087,1677.7272727272727,5804.8387096774195,7055.35,75.61904761904762
6365,22.441053885084848,3225.4802631578946,6631.485207100592,4220.87962962963,145.4431818181818,19102.528301886792,8140.779220779221,4558.596774193548,1158.3076923076924,4468.724137931034,169.9090909090909,638.047619047619,4293.9807692307695,1590.0980392156862,103.0,11094.945945945947,3037.3,2809.296296296296,5871.92,166.78181818181818,103.02564102564102,283.4516129032258,2926.793103448276,2739.948717948718,2692.5384615384614,1936.44,8734.695652173914,1064.8181818181818,7255.064516129032,7909.85,142.23809523809524
6373,21.298228639476033,2437.0493421052633,5741.781065088758,7284.990740740741,132.01704545454547,11107.207547169812,9800.688311688311,3637.032258064516,947.3846153846154,1564.0689655172414,414.09090909090907,3176.0,2814.1346153846152,1779.0392156862745,119.65217391304348,13823.54054054054,2910.6,3603.074074074074,10642.84,156.4,146.6153846153846,641.9677419354839,2475.9310344827586,2949.102564102564,1726.7692307692307,1823.0,5972.217391304348,2365.8636363636365,8324.967741935483,10653.8,156.0
6379,23.358961000297707,3280.1513157894738,6920.4378698224855,4824.37962962963,150.3125,13341.358490566037,8471.25974025974,4614.870967741936,1197.2820512820513,1487.1379310344828,3987.5454545454545,7957.0952380952385,4318.307692307692,1733.8431372549019,100.76086956521739,10801.378378378378,2892.3333333333335,2678.925925925926,6525.24,175.34545454545454,111.71794871794872,188.06451612903226,2902.0,2564.0,2797.269230769231,2045.52,8187.869565217391,1087.5,7669.8387096774195,8249.2,142.9047619047619
6382,17.712860970526943,1959.0657894736842,3678.1065088757396,7436.990740740741,134.85227272727272,4690.320754716981,5268.1558441558445,2744.548387096774,691.1538461538462,859.5862068965517,854.9090909090909,1004.5238095238095,2075.4423076923076,1385.549019607843,78.47826086956522,7889.810810810811,2085.233333333333,2076.6296296296296,5116.32,151.5090909090909,98.66666666666667,444.4516129032258,2011.8275862068965,2356.0,1230.5384615384614,1565.72,5401.260869565217,2337.090909090909,6021.354838709677,6792.5,133.9047619047619
6403,15.983923786841322,1737.1842105263158,7227.710059171598,2494.6481481481483,85.1875,5658.094339622641,13991.025974025973,2850.6129032258063,1112.3333333333333,1060.3103448275863,2077.9545454545455,3722.6190476190477,2836.7115384615386,726.2352941176471,225.7826086956522,14225.378378378378,3003.366666666667,7932.111111111111,13282.68,84.96363636363637,280.12820512820514,315.83870967741933,2401.689655172414,1438.1538461538462,2570.230769230769,1371.72,5759.782608695652,863.2727272727273,7448.741935483871,8003.9,108.76190476190476
6422,18.424010122060135,2448.4013157894738,7946.153846153846,3379.462962962963,101.05681818181819,2656.0377358490564,12765.051948051949,3817.8225806451615,1092.820512820513,653.0689655172414,1148.1818181818182,820.1904761904761,3994.846153846154,1032.1176470588234,158.91304347826087,15547.108108108108,2852.766666666667,3658.185185185185,11686.56,108.38181818181818,215.25641025641025,338.1290322580645,2608.9310344827586,2465.6153846153848,2477.8846153846152,1507.2,9838.08695652174,1214.9545454545455,8397.612903225807,9661.2,114.76190476190476
6438,16.154138136350102,1532.516447368421,4776.08875739645,4567.805555555556,111.9715909090909,6423.754716981132,9235.896103896104,2441.1935483870966,852.9487179487179,1618.6206896551723,507.3636363636364,404.04761904761904,2008.0576923076924,896.5490196078431,120.45652173913044,12490.918918918918,3203.7,3467.296296296296,12287.96,117.76363636363637,187.84615384615384,379.38709677419354,2266.896551724138,2367.6923076923076,1155.1538461538462,1698.48,5439.869565217391,2557.8636363636365,6778.8387096774195,9059.4,143.71428571428572
6456,13.600848466805598,1992.3947368421052,4176.100591715976,5298.37962962963,76.25568181818181,4432.433962264151,5601.311688311688,3056.8064516129034,479.20512820512823,1960.7241379310344,1640.590909090909,1308.7142857142858,2454.1923076923076,1436.921568627451,75.52173913043478,9694.324324324325,1207.4333333333334,1654.4444444444443,4538.68,96.01818181818182,76.07692307692308,569.4193548387096,1169.103448275862,2793.0,1543.1538461538462,1012.88,5442.086956521739,1205.3636363636363,5879.322580645161,8986.25,79.23809523809524
6461,19.77597499255731,2936.3486842105262,7735.467455621302,3255.074074074074,132.4090909090909,4354.792452830188,10604.324675324675,4255.225806451613,1233.948717948718,1821.5172413793102,716.3181818181819,1938.047619047619,4566.038461538462,1208.686274509804,125.17391304347827,12286.81081081081,2963.6666666666665,3579.185185185185,8409.12,136.45454545454547,156.94871794871796,275.4193548387097,2844.0689655172414,2352.4871794871797,2961.1923076923076,1898.56,10624.260869565218,1059.1363636363637,7080.387096774193,7860.1,137.8095238095238
6473,19.89319738017267,3115.125,6195.668639053254,3139.4444444444443,126.73295454545455,5129.273584905661,7993.311688311688,4211.6612903225805,1041.4358974358975,1382.8275862068965,254.95454545454547,1448.8095238095239,4059.673076923077,1532.8039215686274,86.45652173913044,10879.18918918919,2748.1666666666665,2506.5185185185187,5674.24,147.9090909090909,84.56410256410257,403.4516129032258,2678.5862068965516,2909.4102564102564,2348.730769230769,1783.48,8530.260869565218,660.8636363636364,7378.870967741936,8236.5,133.95238095238096
6485,13.73384935992855,1516.6677631578948,4631.08875739645,1580.0277777777778,77.10795454545455,1661.933962264151,9603.116883116883,2288.4032258064517,885.8717948717949,979.1724137931035,116.22727272727273,3692.809523809524,2485.5,646.0392156862745,137.8695652173913,7053.243243243243,2139.2,6581.0,8419.2,77.49090909090908,156.71794871794873,407.7096774193548,2078.137931034483,1027.5897435897436,1733.423076923077,1076.52,3336.608695652174,455.27272727272725,4415.548387096775,3884.6,90.0
6494,39.13999702292349,5341.598684210527,8439.621301775149,9261.787037037036,310.8636363636364,5403.594339622641,8243.506493506493,6773.322580645161,1657.7948717948718,2266.206896551724,774.1818181818181,1645.6190476190477,6459.423076923077,2721.6862745098038,121.17391304347827,12481.18918918919,4060.366666666667,3141.074074074074,5465.24,353.8545454545455,114.41025641025641,256.83870967741933,4737.689655172414,4831.076923076923,3504.923076923077,3561.8,13510.521739130434,3248.0,9697.870967741936,10865.9,304.0
6524,26.391187853527835,4038.0723684210525,7273.07100591716,6499.342592592592,147.5284090909091,2551.745283018868,9337.987012987012,5188.806451612903,1043.8974358974358,4251.517241379311,1926.4545454545455,3409.5238095238096,4706.2692307692305,2610.450980392157,115.5,13695.486486486487,2405.9,3185.8518518518517,6525.92,189.38181818181818,122.92307692307692,515.0322580645161,2607.793103448276,4377.948717948718,2808.5384615384614,1991.6,7822.260869565217,1349.2727272727273,9754.58064516129,12646.9,144.9047619047619
6526,20.918874665078892,2584.309210526316,4632.189349112426,6480.990740740741,131.92045454545453,22705.028301886792,6008.857142857143,3843.4193548387098,744.6153846153846,1038.896551724138,2061.318181818182,5113.333333333333,3051.423076923077,1827.8431372549019,81.06521739130434,9101.567567567568,1943.8,1946.111111111111,4308.88,149.96363636363637,88.25641025641026,642.1612903225806,2015.655172413793,3079.230769230769,1738.3076923076924,1687.36,5717.869565217391,1654.909090909091,7502.935483870968,8664.35,126.80952380952381
6545,13.808127418874665,1580.8552631578948,4480.846153846154,3099.0185185185187,83.72727272727273,15210.452830188678,7290.714285714285,2570.6612903225805,713.2051282051282,467.44827586206895,1633.9545454545455,1202.6666666666667,2125.403846153846,850.8235294117648,87.6304347826087,10290.405405405405,2212.266666666667,2270.8888888888887,7267.52,90.07272727272728,109.17948717948718,317.5806451612903,1857.103448275862,1736.179487179487,1409.1923076923076,1304.32,6588.260869565217,935.3636363636364,6803.903225806452,7171.0,97.80952380952381
6566,24.737793986305448,3650.6973684210525,9381.923076923076,4854.518518518518,151.5681818181818,1752.5471698113208,12812.25974025974,5279.725806451613,1334.5897435897436,1941.6206896551723,736.8636363636364,1009.952380952381,6031.923076923077,1618.9019607843138,135.84782608695653,19148.0,2848.233333333333,3692.5925925925926,10031.52,167.4,174.43589743589743,212.19354838709677,2627.6206896551726,4222.461538461538,3380.423076923077,2002.08,14427.304347826086,1633.5454545454545,10407.161290322581,13193.3,153.0
6571,12.955641559988091,1325.9934210526317,3350.041420118343,3952.3888888888887,75.05681818181819,19570.971698113208,5327.376623376624,2142.3387096774195,501.46153846153845,371.0344827586207,448.09090909090907,1792.5238095238096,1725.2884615384614,938.2156862745098,73.73913043478261,8828.702702702703,1474.2333333333333,2230.074074074074,6937.48,85.0909090909091,156.25641025641025,292.16129032258067,1407.8620689655172,1604.5897435897436,1131.6153846153845,1086.6,5177.826086956522,1150.409090909091,4666.903225806452,6944.65,98.80952380952381
6590,15.881363501041976,1927.9605263157894,6280.295857988166,4506.62037037037,93.38636363636364,2951.9622641509436,9532.337662337663,3438.1935483870966,684.6153846153846,488.86206896551727,6399.818181818182,3214.904761904762,2865.653846153846,1011.5098039215686,107.6086956521739,16633.108108108107,1840.2666666666667,2572.703703703704,11040.32,101.05454545454545,159.3846153846154,276.9032258064516,1550.344827586207,2590.6153846153848,1922.0,1441.56,8425.434782608696,1459.9545454545455,7211.1612903225805,11634.5,109.80952380952381
6615,15.530217326585293,1572.0065789473683,5259.065088757397,3978.787037037037,107.63636363636364,5893.556603773585,8442.857142857143,2475.8709677419356,861.3076923076923,815.6896551724138,248.5,3194.190476190476,2422.903846153846,746.3529411764706,103.3913043478261,11089.891891891892,2627.733333333333,2730.703703703704,9264.92,108.30909090909091,139.94871794871796,391.5806451612903,2090.1724137931033,1741.0,1728.9615384615386,1522.76,5756.0,2031.409090909091,6017.387096774193,6321.25,123.0
6643,14.394016076213159,1214.4572368421052,2959.041420118343,4025.8333333333335,108.01704545454545,2140.103773584906,4529.857142857143,1853.016129032258,517.5641025641025,381.9310344827586,1702.5454545454545,20819.285714285714,1713.8461538461538,661.0,71.58695652173913,6102.621621621622,1478.2333333333333,1728.3703703703704,4806.4,116.27272727272727,77.66666666666667,285.4516129032258,1335.103448275862,1387.076923076923,1026.076923076923,1310.72,3617.3478260869565,1730.3181818181818,3402.3548387096776,4408.7,112.76190476190476
6696,22.008410241143196,2905.1940789473683,6607.644970414201,4956.9537037037035,158.0056818181818,2813.396226415094,9371.467532467532,3806.5,1197.179487179487,1416.103448275862,897.8181818181819,919.8571428571429,3469.769230769231,1522.3529411764705,116.32608695652173,10952.594594594595,3297.6,3256.1481481481483,7518.8,169.5090909090909,138.66666666666666,157.03225806451613,3278.551724137931,2741.2051282051284,2203.6153846153848,1962.88,6514.695652173913,1642.8636363636363,7368.387096774193,7504.0,170.0
6699,27.87793986305448,4116.930921052632,8413.455621301775,6249.888888888889,173.4034090909091,2281.8490566037735,11460.051948051949,5652.0,1252.2564102564102,1746.7931034482758,197.0909090909091,6550.0,4795.7307692307695,2552.4117647058824,129.95652173913044,17291.18918918919,2968.8,3095.4444444444443,9553.04,217.21818181818182,140.35897435897436,680.8387096774194,3057.896551724138,3993.358974358974,2948.1153846153848,2375.76,9845.217391304348,1937.4545454545455,11833.806451612903,13605.45,176.04761904761904
6733,9.489952366775826,918.6019736842105,3238.4674556213017,2559.0185185185187,59.17045454545455,2607.4056603773583,6540.0,1537.6290322580646,456.4102564102564,712.6551724137931,143.04545454545453,6345.238095238095,1233.076923076923,543.4117647058823,60.28260869565217,8336.081081081082,1372.0666666666666,2053.703703703704,6806.24,65.05454545454545,103.97435897435898,58.67741935483871,1094.3793103448277,1311.4615384615386,834.3461538461538,816.32,3289.913043478261,1205.2272727272727,4149.064516129032,6159.7,72.23809523809524
6843,18.848913367073532,2917.8618421052633,5402.745562130178,6444.009259259259,101.92045454545455,8131.33962264151,6263.883116883117,4128.774193548387,695.2820512820513,1115.344827586207,875.7272727272727,2317.6666666666665,3467.596153846154,2098.9411764705883,75.08695652173913,10070.81081081081,1388.9666666666667,1792.2592592592594,3421.64,131.4909090909091,71.1025641025641,334.38709677419354,1677.103448275862,3247.0,2212.923076923077,1285.4,5520.130434782609,1208.909090909091,8477.967741935483,9659.2,98.66666666666667
6844,21.059541530217327,2491.125,5056.396449704142,5426.407407407408,135.2215909090909,16145.698113207547,7255.506493506494,3787.8225806451615,916.6153846153846,664.6206896551724,1505.1818181818182,4933.0952380952385,2976.019230769231,1580.1960784313726,84.65217391304348,8853.378378378378,2411.366666666667,2312.6296296296296,6428.6,160.6,104.05128205128206,266.61290322580646,2400.655172413793,2164.74358974359,1886.0,1861.76,5983.869565217391,1276.0454545454545,5798.548387096775,6914.15,125.9047619047619
6872,24.86409645727895,2660.5460526315787,4095.958579881657,5203.240740740741,177.5056818181818,19225.80188679245,4050.688311688312,3831.4032258064517,850.6666666666666,4782.689655172414,5514.181818181818,21619.380952380954,3078.403846153846,1510.2745098039215,80.8913043478261,6749.918918918919,1963.8666666666666,1658.2962962962963,2936.68,207.98181818181817,77.7948717948718,261.6774193548387,2267.206896551724,2473.0,1870.576923076923,2024.92,6193.391304347826,1526.7727272727273,6283.774193548387,6745.3,174.66666666666666
6878,14.044284013099137,1529.4572368421052,4112.372781065089,4045.8888888888887,96.5284090909091,5935.415094339623,7265.285714285715,2329.7741935483873,592.3333333333334,597.0689655172414,3919.7727272727275,606.7619047619048,1870.423076923077,948.1960784313726,99.1304347826087,9638.027027027027,1810.4333333333334,2349.8518518518517,7269.2,96.81818181818181,122.1025641025641,146.38709677419354,1577.6206896551723,2024.5897435897436,1163.423076923077,1158.88,4264.608695652174,1832.590909090909,5948.064516129032,7450.9,110.0952380952381
6882,22.606207204525155,3279.6480263157896,5372.934911242603,6501.851851851852,150.78977272727272,6600.33962264151,6385.701298701299,4707.645161290323,929.7948717948718,2055.3793103448274,109.0,3926.9523809523807,3619.923076923077,2177.7843137254904,83.26086956521739,9729.162162162162,2188.9,2064.0,4215.92,184.74545454545455,76.51282051282051,308.19354838709677,2446.7586206896553,3093.897435897436,2140.576923076923,1896.8,7237.086956521739,1455.8181818181818,7703.903225806452,8801.6,134.57142857142858
6902,15.364840726406669,1671.970394736842,3124.360946745562,5113.212962962963,101.31818181818181,16715.70754716981,4798.623376623376,2351.6774193548385,589.3846153846154,1317.448275862069,1310.6818181818182,3409.4285714285716,1982.9615384615386,1109.862745098039,62.67391304347826,6687.621621621622,1728.3,1677.8148148148148,3817.08,113.01818181818182,67.07692307692308,504.9032258064516,1581.448275862069,2269.6153846153848,1116.4615384615386,1388.68,4156.478260869565,1740.2272727272727,4532.709677419355,5871.7,101.19047619047619
6971,10.28326883000893,1596.3684210526317,3356.3431952662722,2996.925925925926,55.375,11797.094339622641,4577.584415584415,2460.8548387096776,417.0,1517.6206896551723,2326.6363636363635,1240.904761904762,2042.2115384615386,1140.5098039215686,49.26086956521739,7579.459459459459,916.9666666666667,1387.4444444444443,3250.2,63.472727272727276,63.12820512820513,504.96774193548384,904.0,1982.6666666666667,1305.9615384615386,683.88,3535.478260869565,712.5454545454545,5313.387096774193,6636.9,64.23809523809524
7008,10.453185471866627,1292.595394736842,3212.449704142012,3513.3888888888887,55.28409090909091,6190.433962264151,4871.38961038961,2268.9193548387098,407.4102564102564,527.2413793103449,578.8636363636364,10139.238095238095,2035.7692307692307,968.3921568627451,56.04347826086956,7949.675675675676,973.4,1439.037037037037,4500.16,67.07272727272728,62.1025641025641,787.5483870967741,862.5862068965517,1674.4615384615386,1226.3846153846155,776.72,4072.391304347826,957.0,4846.290322580645,6378.55,59.42857142857143
7041,18.599955343852336,2176.0789473684213,7473.905325443787,3796.925925925926,110.51704545454545,3044.509433962264,13841.233766233767,3532.1129032258063,951.4871794871794,1016.7586206896551,1927.8636363636363,10198.190476190477,3310.846153846154,1152.450980392157,128.80434782608697,18670.64864864865,2622.366666666667,4666.407407407408,14143.88,120.03636363636363,236.30769230769232,351.80645161290323,2144.5172413793102,2338.923076923077,2203.346153846154,1609.12,7793.217391304348,1293.3181818181818,8136.064516129032,11548.1,128.57142857142858
7047,19.206162548377492,2500.6809210526317,6035.260355029586,4331.361111111111,124.31818181818181,13185.103773584906,8317.623376623376,4028.4193548387098,958.4615384615385,928.6896551724138,2072.681818181818,1046.8095238095239,3581.3653846153848,1234.2549019607843,116.0,12266.54054054054,2625.133333333333,3355.4814814814813,7764.88,141.5090909090909,147.12820512820514,130.16129032258064,2270.2413793103447,2738.2051282051284,2102.1153846153848,1810.68,10780.565217391304,1120.3636363636363,6920.419354838709,8641.5,141.14285714285714
7050,14.077031854718665,2323.8486842105262,4863.5621301775145,4737.2037037037035,77.9090909090909,7590.7830188679245,6715.194805194805,3329.7741935483873,570.8205128205128,1866.5862068965516,1662.909090909091,447.1904761904762,2782.8653846153848,1467.7058823529412,80.78260869565217,10999.405405405405,1331.4333333333334,1969.1851851851852,4909.88,98.96363636363637,88.84615384615384,246.93548387096774,1399.8275862068965,2911.871794871795,1671.3846153846155,1061.32,6302.521739130435,1202.5,7682.709677419355,9068.15,84.71428571428571
7070,14.27247692765704,1481.6315789473683,4391.704142011834,3460.3703703703704,86.82386363636364,13805.245283018869,6048.805194805195,2470.4193548387098,581.2820512820513,556.0344827586207,8478.227272727272,6545.523809523809,2157.846153846154,827.9215686274509,80.73913043478261,9682.054054054053,1459.3,1845.0740740740741,5785.16,92.25454545454545,115.38461538461539,165.1290322580645,1445.2068965517242,1756.7948717948718,1438.423076923077,1180.84,5871.869565217391,1117.7272727272727,5523.870967741936,7584.3,92.28571428571429
7107,16.134042869901755,1440.233552631579,6220.621301775148,2131.546296296296,92.67045454545455,9928.584905660377,11591.857142857143,2380.1451612903224,1003.9230769230769,660.6206896551724,6631.545454545455,8755.0,2643.0576923076924,522.8627450980392,146.2608695652174,12315.783783783783,2866.9666666666667,4221.518518518518,13552.24,81.05454545454545,248.33333333333334,484.8709677419355,2405.7586206896553,1427.3846153846155,1810.923076923077,1382.76,6023.130434782609,1354.8181818181818,6181.741935483871,7154.95,119.61904761904762
7110,25.906296516820483,2767.9835526315787,5544.692307692308,6247.12962962963,190.13636363636363,7121.367924528302,7473.376623376624,4223.048387096775,934.8717948717949,740.8965517241379,12482.727272727272,3987.0476190476193,3438.596153846154,1502.7450980392157,134.67391304347825,11029.45945945946,2473.9,2730.814814814815,7169.04,208.2,164.97435897435898,201.38709677419354,2499.3793103448274,3335.128205128205,1919.576923076923,2360.16,8959.08695652174,2471.0,7155.903225806452,9673.2,204.66666666666666
7129,25.699612980053587,1532.407894736842,3002.0650887573966,6986.222222222223,107.38068181818181,3373.254716981132,3757.805194805195,2691.5967741935483,492.2307692307692,414.62068965517244,8121.045454545455,1890.6190476190477,2332.0,1499.0392156862745,69.30434782608695,6784.4324324324325,767.4,1231.3703703703704,2679.36,140.03636363636363,97.58974358974359,1093.225806451613,949.448275862069,2658.2051282051284,1260.6153846153845,1162.36,3044.3478260869565,1734.590909090909,5767.1612903225805,8824.35,142.0
7157,16.722834176838344,1655.703947368421,3640.7810650887573,6471.074074074074,101.75568181818181,15950.198113207547,5978.714285714285,2971.0967741935483,588.0512820512821,911.9310344827586,934.1363636363636,1615.857142857143,2159.25,1402.1960784313726,72.93478260869566,8784.378378378378,1774.0,2051.777777777778,5794.28,125.7090909090909,86.58974358974359,810.258064516129,1537.0,2335.3846153846152,1075.3461538461538,1430.88,3805.608695652174,2412.681818181818,5635.387096774193,8021.65,114.23809523809524
7182,15.70913962488836,1942.078947368421,6103.710059171598,4795.092592592592,90.03977272727273,6360.2169811320755,10410.454545454546,3241.2419354838707,790.2051282051282,762.1379310344828,813.7727272727273,6200.9047619047615,2893.576923076923,1146.2745098039215,123.69565217391305,14862.837837837838,2239.766666666667,3553.8888888888887,9504.84,99.43636363636364,149.66666666666666,220.4516129032258,1938.896551724138,2663.948717948718,1751.6153846153845,1348.84,7017.95652173913,1405.590909090909,7853.645161290323,10136.65,108.85714285714286
7209,25.37622804406073,3402.4243421052633,5244.6863905325445,7734.361111111111,174.8806818181818,3383.0943396226417,6253.2467532467535,4860.887096774193,919.3846153846154,885.2068965517242,857.4090909090909,12114.857142857143,3339.7884615384614,2425.1960784313724,92.23913043478261,8970.54054054054,2367.5333333333333,2054.703703703704,4771.6,221.94545454545454,92.12820512820512,303.80645161290323,2600.655172413793,3143.153846153846,1988.2692307692307,2255.72,5431.304347826087,1572.7272727272727,7614.225806451613,8643.8,172.14285714285714
7214,16.376302470973503,1842.1776315789473,4694.89349112426,6074.907407407408,107.4090909090909,4567.773584905661,7516.714285714285,2674.032258064516,696.2051282051282,964.9310344827586,140.22727272727272,799.8095238095239,2338.7115384615386,1218.6470588235295,104.41304347826087,10870.243243243243,1986.9,2600.6666666666665,7980.48,118.96363636363637,131.53846153846155,542.4516129032259,1818.2758620689656,2256.4871794871797,1473.923076923077,1340.92,4645.130434782609,2382.2727272727275,7139.645161290323,8002.5,123.61904761904762
7220,11.048303066388806,1268.0756578947369,4228.07100591716,2044.2592592592594,57.81818181818182,5497.773584905661,7576.922077922078,2041.532258064516,610.5128205128206,8781.344827586207,346.3636363636364,1107.2857142857142,2410.269230769231,578.9803921568628,93.32608695652173,9185.027027027027,1693.3666666666666,2180.740740740741,7526.04,62.07272727272727,111.28205128205128,853.7741935483871,1319.4137931034484,1201.8974358974358,1506.7692307692307,909.24,5715.173913043478,725.5,4501.709677419355,5109.65,70.47619047619048
7221,18.096829413515927,2503.6973684210525,6158.485207100592,3448.064814814815,111.0340909090909,3889.5,10215.545454545454,3628.032258064516,934.8461538461538,705.1724137931035,153.9090909090909,1701.047619047619,3351.2115384615386,1303.2745098039215,104.1086956521739,12868.45945945946,2566.133333333333,3177.5925925925926,9413.28,129.45454545454547,125.8974358974359,477.06451612903226,2367.4827586206898,2580.6153846153848,1945.7307692307693,1581.28,7367.173913043478,1011.9090909090909,7121.903225806452,8549.2,114.14285714285714
7285,14.167534980649002,1808.358552631579,4325.449704142012,4003.509259259259,95.41477272727273,9769.377358490567,6324.454545454545,2655.951612903226,630.5641025641025,1818.1724137931035,253.63636363636363,4594.476190476191,2416.75,1062.8039215686274,80.82608695652173,9249.324324324325,1650.5333333333333,2009.888888888889,6170.6,110.07272727272728,108.38461538461539,104.54838709677419,1577.7241379310344,2189.948717948718,1505.2692307692307,1232.68,6426.260869565217,1430.090909090909,5873.1612903225805,7018.45,108.80952380952381
7288,8.781780291753497,617.0098684210526,2037.4378698224853,2632.6018518518517,54.68181818181818,12000.830188679245,4152.519480519481,1014.9354838709677,370.94871794871796,5803.379310344828,1584.8181818181818,141.8095238095238,1005.5769230769231,350.47058823529414,65.5,5000.864864864865,1268.6,1905.3703703703704,4880.24,51.69090909090909,98.97435897435898,375.93548387096774,930.1034482758621,1099.4358974358975,572.4230769230769,738.88,2575.521739130435,1375.4545454545455,3010.3225806451615,3597.85,71.57142857142857
