,P1_I4_M1,P1_I4_M2,P1_I4_M3,P1_I4_M4,P2_I8_M1,P2_I8_M2,P2_I8_M3,P2_I8_M4,P2_I8_M5,P2_I8_M6,P2_I8_M7,P2_I8_M8,P3_I5_M1,P3_I5_M2,P3_I5_M3,P3_I5_M4,P3_I5_M5,P3_I5_M6,P3_I5_M7,P4_I4_M1,P4_I4_M2,P4_I4_M3,P4_I4_M4,P5_I8_M1,P5_I8_M2,P5_I8_M3,P6_I3_M1,P6_I3_M2,P7_I2_M1,P8_I2_M1,P9_I3_M1
4322,14.56378386424531,1582.4309210526317,4806.514792899408,3035.0185185185187,83.17045454545455,2183.5188679245284,8340.22077922078,2873.3387096774195,775.3076923076923,755.0344827586207,1258.409090909091,3573.7619047619046,1910.5384615384614,642.5686274509804,110.1304347826087,11403.135135135135,1986.4333333333334,2219.185185185185,8014.0,77.18181818181819,185.82051282051282,106.41935483870968,1903.0689655172414,1814.7692307692307,1575.1538461538462,1256.44,5191.695652173913,1028.409090909091,3415.064516129032,7845.7,111.42857142857143
4329,24.337153914855612,2340.6776315789475,3386.2958579881656,6610.574074074074,108.77272727272727,7600.0,3094.818181818182,3554.548387096774,600.4358974358975,968.8620689655172,1329.5454545454545,1036.6190476190477,2155.4615384615386,1783.5686274509803,64.78260869565217,7930.189189189189,1194.2333333333333,977.5925925925926,2050.52,114.47272727272727,47.02564102564103,77.48387096774194,1333.4827586206898,2920.974358974359,1493.1538461538462,1265.56,3156.608695652174,1475.7272727272727,3688.3870967741937,9213.15,152.23809523809524
4378,14.513694551949985,1523.3815789473683,2917.680473372781,2547.1018518518517,88.14772727272727,6251.83962264151,2967.194805194805,2410.5806451612902,467.5897435897436,251.10344827586206,4299.0,33181.71428571428,1583.5384615384614,860.6666666666666,54.95652173913044,6020.972972972973,945.7,858.2222222222222,2301.32,105.54545454545455,64.8974358974359,71.48387096774194,1093.448275862069,1356.7948717948718,1727.0,844.2,2062.521739130435,654.7272727272727,2428.516129032258,5981.5,99.04761904761905
4395,15.323905924382256,1628.5032894736842,2713.4437869822486,3985.7685185185187,98.28977272727273,753.1320754716982,3749.012987012987,2479.983870967742,524.1538461538462,512.0,66.13636363636364,1572.2857142857142,1392.5961538461538,932.5686274509804,84.02173913043478,4968.405405405405,1658.8666666666666,1265.2222222222222,2435.96,115.74545454545455,70.07692307692308,28.387096774193548,2016.5862068965516,1513.2564102564102,839.1538461538462,1434.28,2738.0434782608695,1126.8636363636363,2747.6129032258063,4756.45,104.47619047619048
4413,17.68844894313784,2771.720394736842,4249.905325443787,5567.277777777777,94.2784090909091,1254.877358490566,4624.74025974026,3751.8870967741937,1185.6666666666667,3746.6206896551726,44.77272727272727,1176.3809523809523,2659.2115384615386,1889.450980392157,63.91304347826087,9277.945945945947,1470.8666666666666,1323.037037037037,2486.88,136.21818181818182,68.12820512820512,54.38709677419355,1615.8620689655172,2504.230769230769,1916.576923076923,1214.8,4099.217391304348,1197.7272727272727,3857.6774193548385,9044.5,78.76190476190476
4468,8.89453706460256,1017.6611842105264,2211.224852071006,2684.962962962963,41.0,8743.330188679245,2850.4025974025976,1804.9193548387098,370.7435897435897,1024.7241379310344,293.04545454545456,5840.952380952381,1174.326923076923,637.8627450980392,41.80434782608695,6591.2972972972975,759.5333333333333,852.3333333333334,2447.72,43.163636363636364,50.30769230769231,185.19354838709677,736.4137931034483,1151.7179487179487,995.9230769230769,557.2,1953.8260869565217,726.5909090909091,2052.2903225806454,4885.0,34.04761904761905
4469,8.703855314081572,753.6611842105264,1779.8757396449705,2742.1296296296296,49.10227272727273,2804.764150943396,2852.5974025974024,1354.6774193548388,272.6666666666667,265.9655172413793,317.1363636363636,570.8095238095239,904.8846153846154,413.94117647058823,43.23913043478261,4674.810810810811,817.1,810.5925925925926,2456.72,53.32727272727273,46.84615384615385,221.61290322580646,789.551724137931,1094.2820512820513,570.1153846153846,713.28,1695.5652173913043,902.4090909090909,1976.516129032258,3500.75,72.38095238095238
4471,11.698050014885382,1181.1381578947369,2584.9112426035504,3873.2685185185187,71.78977272727273,3464.311320754717,3974.4545454545455,2116.7903225806454,441.15384615384613,623.1034482758621,594.6363636363636,1918.857142857143,1268.6923076923076,710.1960784313726,50.08695652173913,6653.945945945946,1336.7,1598.5555555555557,3264.2,83.36363636363636,84.35897435897436,70.0,1216.103448275862,1553.2051282051282,983.2307692307693,1014.88,2917.695652173913,1211.0454545454545,2566.3225806451615,6208.15,78.66666666666667
4495,7.22305745757666,944.0657894736842,2118.7041420118344,3009.222222222222,35.07954545454545,2011.4905660377358,2710.8311688311687,1761.3387096774193,330.35897435897436,360.6896551724138,142.6818181818182,2059.0476190476193,987.5384615384615,614.6274509803922,34.15217391304348,5942.324324324324,620.5333333333333,733.6666666666666,1935.28,42.78181818181818,70.3076923076923,18.677419354838708,644.4137931034483,1279.128205128205,830.9230769230769,554.76,2049.217391304348,732.0909090909091,1885.3225806451612,5166.9,30.857142857142858
4497,16.58075320035725,2589.4210526315787,6998.869822485207,2465.5833333333335,85.22727272727273,5440.188679245283,7795.714285714285,4246.4838709677415,2422.6923076923076,688.2068965517242,936.6363636363636,1770.3333333333333,3428.8076923076924,1366.549019607843,90.95652173913044,16151.162162162162,2028.0333333333333,1726.7407407407406,5985.96,91.65454545454546,104.12820512820512,109.12903225806451,1749.0344827586207,1956.2564102564102,4120.5,1278.4,5494.565217391304,696.1363636363636,3892.6774193548385,12263.15,87.04761904761905
4529,11.477299791604644,1129.0197368421052,2823.8757396449705,4191.805555555556,50.89204545454545,2586.4716981132074,5183.090909090909,1977.8225806451612,441.28205128205127,304.2758620689655,50.40909090909091,815.1428571428571,1296.6538461538462,702.3921568627451,75.28260869565217,6577.108108108108,1234.9666666666667,1720.2962962962963,3996.0,66.85454545454546,109.64102564102564,98.09677419354838,1260.9655172413793,1545.5128205128206,701.6153846153846,849.36,3003.8695652173915,1017.4545454545455,2753.7419354838707,4598.1,60.095238095238095
4535,15.287883298600773,1924.6907894736842,3284.2544378698226,4297.074074074074,87.35227272727273,8198.537735849057,3894.4935064935066,2903.3870967741937,622.5897435897435,1474.5862068965516,230.95454545454547,669.6190476190476,2125.5384615384614,1055.2549019607843,58.54347826086956,8235.135135135135,1336.1,1190.962962962963,2992.2,104.76363636363637,62.256410256410255,234.3548387096774,1305.5862068965516,2171.4615384615386,1550.076923076923,1230.64,3653.391304347826,1156.4545454545455,3144.7419354838707,7737.8,83.33333333333333
4547,7.848020244120274,783.9375,3509.396449704142,1531.4074074074074,29.772727272727273,2315.603773584906,5505.584415584415,1691.983870967742,388.12820512820514,240.3793103448276,47.0,212.42857142857142,1417.8846153846155,352.3529411764706,68.1086956521739,11023.918918918918,1021.7333333333333,1469.5185185185185,5053.6,27.563636363636363,120.61538461538461,132.32258064516128,880.2068965517242,1241.3846153846155,1109.5,496.4,2204.8260869565215,586.9090909090909,2990.483870967742,6592.95,34.285714285714285
4627,10.530812741887466,1513.25,3932.698224852071,2425.6388888888887,56.90340909090909,1740.5188679245282,5107.766233766234,2655.0,490.3333333333333,367.8965517241379,573.0454545454545,332.2857142857143,1881.2115384615386,759.5098039215686,60.47826086956522,10315.594594594595,1414.8666666666666,1388.0,3862.44,63.85454545454545,80.0,119.96774193548387,1341.4827586206898,1486.6923076923076,1672.9615384615386,975.64,3239.5652173913045,722.4090909090909,2996.6129032258063,7023.0,55.857142857142854
4633,21.344819886871093,3236.9539473684213,5046.355029585799,6351.444444444444,106.63636363636364,7174.367924528302,4748.285714285715,4997.5161290322585,732.4358974358975,794.8965517241379,187.13636363636363,3016.3809523809523,3069.8653846153848,2308.9411764705883,56.06521739130435,10506.432432432432,1384.7333333333333,1312.111111111111,2388.64,121.03636363636363,52.15384615384615,127.2258064516129,1802.8620689655172,3126.0,2574.846153846154,1082.48,3728.086956521739,1255.4545454545455,4714.709677419355,11145.8,135.0952380952381
4711,12.650640071449835,1476.733552631579,4167.899408284024,3992.6018518518517,56.97159090909091,13522.028301886792,6100.649350649351,2899.7741935483873,547.6923076923077,922.8275862068965,137.86363636363637,1335.142857142857,1789.0,977.7647058823529,73.76086956521739,12125.864864864865,1612.5333333333333,1755.148148148148,4481.8,74.85454545454546,80.41025641025641,180.48387096774192,1244.0344827586207,1934.8974358974358,1555.5,918.84,2558.217391304348,956.3636363636364,3529.6129032258063,9393.9,67.42857142857143
4721,11.186811551056863,1159.2894736842106,6056.710059171598,1138.3240740740741,41.61931818181818,2676.433962264151,9566.038961038961,2408.6612903225805,12184.615384615385,276.62068965517244,1822.5454545454545,542.7619047619048,2118.096153846154,452.96078431372547,118.95652173913044,17939.297297297297,1865.2,2226.8888888888887,8489.24,40.0,157.53846153846155,174.5483870967742,1324.4827586206898,1100.5128205128206,2681.346153846154,882.76,3067.478260869565,460.90909090909093,3278.2903225806454,9145.6,47.285714285714285
4742,7.924903245013397,828.2072368421053,2620.4260355029587,1592.787037037037,34.875,5103.377358490566,4154.675324675325,1636.6129032258063,352.84615384615387,296.0,418.09090909090907,592.6190476190476,1082.5,434.5098039215686,51.369565217391305,8109.459459459459,1047.1666666666667,1222.7407407407406,3986.96,37.07272727272727,80.28205128205128,238.6451612903226,942.6551724137931,1040.0,1002.3846153846154,637.2,2224.8695652173915,640.9090909090909,2267.2258064516127,6067.15,50.0
4751,7.857770169693361,472.375,1444.1715976331361,1171.6666666666667,26.607954545454547,6109.452830188679,2094.4285714285716,1044.0645161290322,203.66666666666666,148.93103448275863,54.77272727272727,462.04761904761904,636.8461538461538,282.7647058823529,32.41304347826087,4152.2972972972975,482.4,615.9629629629629,1925.52,27.163636363636364,42.51282051282051,192.0,441.0344827586207,507.84615384615387,574.8461538461538,320.16,954.8260869565217,345.6363636363636,1233.8709677419354,2599.9,28.333333333333332
4782,24.06653766001786,1868.3355263157894,5578.970414201183,2596.4074074074074,92.42045454545455,3373.3396226415093,7475.285714285715,3470.2096774193546,1070.076923076923,643.6551724137931,108.0,1975.2857142857142,2621.653846153846,809.9019607843137,99.0,12649.324324324325,1867.1333333333334,2085.703703703704,5303.12,96.2909090909091,134.28205128205127,81.70967741935483,1723.0344827586207,1815.051282051282,2220.6153846153848,1212.32,4528.0,780.2727272727273,3691.7419354838707,8448.25,95.52380952380952
4785,9.770095266448347,1102.2730263157894,2782.994082840237,2553.6574074074074,51.67045454545455,16024.254716981131,3713.896103896104,2130.8225806451615,374.05128205128204,287.0689655172414,216.36363636363637,4874.476190476191,1308.7115384615386,759.8235294117648,53.17391304347826,7335.648648648648,1022.5666666666667,1113.888888888889,2951.24,55.163636363636364,67.61538461538461,89.38709677419355,913.1379310344828,1124.5384615384614,1252.5384615384614,769.92,2248.521739130435,624.5,2095.8064516129034,5564.7,50.333333333333336
4816,17.062593033640965,2281.0493421052633,4035.5207100591715,6336.574074074074,84.41477272727273,3980.0377358490564,4619.428571428572,3675.2096774193546,591.8717948717949,615.6551724137931,316.04545454545456,1100.2857142857142,2193.0,1480.1568627450981,65.73913043478261,10483.27027027027,1575.2666666666667,1265.7407407407406,3013.84,106.34545454545454,65.23076923076923,213.58064516129033,1701.1724137931035,2685.897435897436,1500.923076923077,1271.68,3274.5652173913045,1440.5454545454545,3770.2903225806454,9735.3,118.38095238095238
4821,10.408231616552545,1046.7467105263158,3188.94674556213,2703.8425925925926,53.48295454545455,877.5566037735849,4917.038961038961,1927.1451612903227,439.6666666666667,409.48275862068965,938.7727272727273,8993.666666666666,1143.2115384615386,679.0,52.608695652173914,8750.486486486487,1104.6,1396.2962962962963,3976.28,42.472727272727276,100.28205128205128,48.354838709677416,1062.3103448275863,1274.7948717948718,827.7692307692307,661.36,1968.0869565217392,662.0,2573.0967741935483,5970.8,43.0
4859,8.59519202143495,786.3026315789474,2407.810650887574,2402.425925925926,39.19318181818182,5216.7169811320755,4134.233766233766,1569.4193548387098,357.3076923076923,264.41379310344826,70.86363636363636,495.0,989.3653846153846,471.7647058823529,55.80434782608695,7412.081081081081,1101.5333333333333,1203.2962962962963,3619.12,35.92727272727273,78.12820512820512,341.0967741935484,875.4827586206897,925.5384615384615,783.5,672.36,1570.5217391304348,711.0454545454545,2172.9032258064517,5194.75,43.714285714285715
4862,7.410092289371837,546.1809210526316,2262.568047337278,1051.2685185185185,24.545454545454547,4965.688679245283,4666.324675324675,1096.6774193548388,269.79487179487177,240.58620689655172,791.4545454545455,1181.4285714285713,778.25,281.5686274509804,81.28260869565217,5266.2972972972975,968.3,2329.185185185185,3182.88,15.763636363636364,128.74358974358975,38.67741935483871,938.551724137931,708.0769230769231,682.7307692307693,402.76,1024.9130434782608,383.6818181818182,2008.8064516129032,3830.6,34.333333333333336
4864,22.350625186067283,2707.5986842105262,4116.644970414201,6606.37962962963,128.57386363636363,4053.2735849056603,3827.2727272727275,4036.548387096774,720.0512820512821,963.4137931034483,1166.5454545454545,6575.761904761905,2491.3653846153848,1600.4117647058824,71.5,7595.5675675675675,1925.8666666666666,1207.962962962963,2139.64,187.8,73.38461538461539,132.74193548387098,2144.0689655172414,2647.5641025641025,1480.0384615384614,1578.88,3864.0,1556.7272727272727,4084.451612903226,8039.6,164.9047619047619
4873,11.139252753795773,1169.6776315789473,1996.9940828402366,5212.231481481482,59.30113636363637,1162.311320754717,2940.87012987013,1828.7096774193549,324.61538461538464,765.7586206896551,192.9090909090909,587.5714285714286,1034.826923076923,881.5294117647059,62.869565217391305,4618.243243243243,854.1333333333333,947.3703703703703,1882.52,65.2909090909091,43.15384615384615,26.225806451612904,1044.551724137931,1548.8461538461538,615.1538461538462,638.36,1580.0,1149.2272727272727,2376.2258064516127,4589.9,51.857142857142854
4878,11.539446263768978,1570.6776315789473,2826.8402366863907,3721.712962962963,57.90909090909091,1554.377358490566,3220.181818181818,2439.1129032258063,412.53846153846155,346.6896551724138,303.40909090909093,470.85714285714283,1550.4423076923076,1011.3137254901961,40.76086956521739,6230.7027027027025,1013.7666666666667,907.074074074074,1664.88,73.78181818181818,47.76923076923077,37.483870967741936,1058.103448275862,1634.1025641025642,1127.7692307692307,838.76,2182.8695652173915,772.8181818181819,2660.0,5854.2,70.61904761904762
4886,14.750074426912771,1576.9901315789473,2763.248520710059,4930.601851851852,68.67613636363636,2247.4056603773583,3508.5324675324673,2360.2741935483873,436.20512820512823,1106.3793103448277,149.8181818181818,331.14285714285717,1537.75,1074.2941176470588,65.3695652173913,6905.972972972973,1054.5333333333333,948.7037037037037,2044.12,79.49090909090908,58.17948717948718,30.967741935483872,1127.9655172413793,1919.7692307692307,1051.0384615384614,847.56,2261.6521739130435,1087.9545454545455,2825.6451612903224,6616.05,70.0952380952381
4908,7.215317058648408,669.2532894736842,1760.7218934911243,2426.3055555555557,32.57386363636363,12443.452830188678,2823.2337662337663,1491.725806451613,245.07692307692307,343.13793103448273,194.22727272727272,1093.904761904762,795.2307692307693,519.4313725490196,46.5,5687.2972972972975,725.5666666666667,1024.7037037037037,2316.84,36.527272727272724,40.64102564102564,263.48387096774195,512.3448275862069,943.5897435897435,703.3846153846154,476.6,1190.3478260869565,523.5909090909091,1789.3870967741937,4750.65,28.761904761904763
4915,14.987347424828819,1581.2993421052631,3934.8934911242604,3462.453703703704,78.0909090909091,2282.2924528301887,5012.545454545455,2912.032258064516,569.5897435897435,425.0344827586207,1503.3181818181818,17354.238095238095,1915.423076923077,951.6078431372549,94.1304347826087,10679.972972972973,1314.0666666666666,1583.7037037037037,4218.68,92.32727272727273,117.7948717948718,141.90322580645162,1379.551724137931,1842.2051282051282,1522.6153846153845,1152.72,3208.608695652174,1007.6363636363636,2918.0967741935483,8927.15,89.0952380952381
4942,15.555299196189342,2017.0361842105262,6808.408284023669,2768.009259259259,65.60795454545455,26832.537735849055,9112.454545454546,4704.870967741936,847.3846153846154,404.62068965517244,644.7727272727273,7891.238095238095,3223.8653846153848,1202.862745098039,96.04347826086956,23225.81081081081,1998.6333333333334,2059.5185185185187,8599.4,67.76363636363637,145.6153846153846,660.3225806451613,1586.655172413793,2123.051282051282,3633.923076923077,1317.92,6104.260869565217,823.0,4125.677419354839,14843.15,69.0952380952381
5004,10.348169097945817,1076.2434210526317,4378.887573964497,1429.0277777777778,46.76704545454545,3257.5754716981132,7636.350649350649,1988.467741935484,603.025641025641,539.6206896551724,495.95454545454544,3940.0,1604.6346153846155,509.80392156862746,90.19565217391305,11838.0,1679.5,2263.185185185185,7639.84,47.63636363636363,169.4102564102564,70.6774193548387,1272.2068965517242,953.1538461538462,1680.3461538461538,870.28,2783.608695652174,456.72727272727275,2461.2903225806454,6096.6,46.61904761904762
5019,13.704822863947603,1588.5855263157894,4093.8579881656806,4104.981481481482,72.01136363636364,2753.396226415094,5962.1558441558445,2855.9032258064517,551.2307692307693,816.9655172413793,1172.090909090909,10995.904761904761,2039.5576923076924,875.3921568627451,67.3913043478261,12519.027027027027,1268.4,1800.111111111111,4291.04,73.05454545454545,140.82051282051282,75.96774193548387,1134.1724137931035,2150.076923076923,1525.7307692307693,965.6,4080.3478260869565,1128.6818181818182,3491.7419354838707,9668.05,81.9047619047619
5030,8.908157189639773,960.4177631578947,2277.0710059171597,1796.212962962963,37.79545454545455,14808.330188679245,2725.051948051948,1739.7096774193549,5003.48717948718,419.2758620689655,201.95454545454547,646.3333333333334,1166.25,623.8823529411765,41.84782608695652,5435.405405405405,779.3666666666667,683.8148148148148,2108.4,41.127272727272725,40.256410256410255,197.29032258064515,722.6896551724138,851.1282051282051,1334.1538461538462,568.04,1666.608695652174,488.5,1488.7096774193549,4449.65,38.19047619047619
5051,15.919023518904435,2072.6085526315787,2875.5029585798816,6008.5462962962965,95.9090909090909,578.0754716981132,3340.4675324675327,3222.1129032258063,532.0,582.448275862069,107.5909090909091,2451.1428571428573,1752.423076923077,1424.549019607843,57.43478260869565,6152.972972972973,1230.4333333333334,921.074074074074,1633.04,120.50909090909092,41.87179487179487,36.61290322580645,1398.6206896551723,2230.358974358974,980.1923076923077,1262.64,2656.521739130435,1270.1818181818182,3089.4193548387098,6732.7,93.80952380952381
5073,11.094522179220005,589.7302631578947,1649.775147928994,2423.712962962963,40.94886363636363,4608.273584905661,2659.025974025974,1122.7096774193549,271.79487179487177,576.1379310344828,247.45454545454547,334.8095238095238,708.3269230769231,330.1372549019608,50.369565217391305,4281.4324324324325,728.9666666666667,845.1851851851852,2474.76,45.25454545454546,69.92307692307692,90.0,646.5862068965517,803.5384615384615,548.9615384615385,478.88,1189.695652173913,710.9090909090909,1719.1935483870968,3053.2,47.857142857142854
5101,15.801354569812444,1903.4638157894738,3529.4615384615386,3066.1481481481483,77.60227272727273,996.7641509433962,4419.896103896104,2900.048387096774,37267.89743589744,710.4827586206897,482.54545454545456,7110.571428571428,1743.6153846153845,1284.7843137254902,55.19565217391305,8155.918918918919,1265.0333333333333,1068.2962962962963,2644.6,87.0909090909091,63.1025641025641,45.516129032258064,1347.7586206896551,1738.7179487179487,1416.7692307692307,1012.52,2520.086956521739,838.4545454545455,2970.8387096774195,8270.65,87.28571428571429
5121,13.783715391485561,1855.453947368421,4920.047337278106,2817.185185185185,71.4090909090909,6062.905660377359,6498.857142857143,3518.5806451612902,694.5128205128206,1092.4137931034484,631.5454545454545,2323.0,2380.4423076923076,933.2745098039215,82.19565217391305,13504.18918918919,1837.9333333333334,1672.0,5118.24,68.69090909090909,97.33333333333333,205.19354838709677,1662.1379310344828,1894.025641025641,1978.923076923077,1123.2,4088.695652173913,841.6363636363636,3644.548387096774,10019.95,79.04761904761905
5170,10.994120273891038,1491.9901315789473,2997.8816568047337,3782.25,63.69886363636363,2466.377358490566,3604.987012987013,2703.7580645161293,532.1538461538462,487.44827586206895,683.8636363636364,783.0,1471.5,925.9411764705883,54.19565217391305,7559.405405405405,1081.9,850.4444444444445,2307.24,71.10909090909091,57.38461538461539,85.29032258064517,1115.2758620689656,1657.5128205128206,1056.4615384615386,897.16,2616.3478260869565,914.5909090909091,2708.3870967741937,7029.15,63.38095238095238
5208,11.297186662697232,1532.7565789473683,2659.449704142012,3678.25,68.31818181818181,851.6792452830189,2818.3766233766232,2520.7096774193546,531.0769230769231,509.37931034482756,112.04545454545455,946.2857142857143,1774.0576923076924,832.5490196078431,39.869565217391305,7336.5675675675675,1096.6,869.2222222222222,1762.92,77.10909090909091,46.07692307692308,29.70967741935484,1040.2068965517242,2097.897435897436,941.8076923076923,1035.56,3856.217391304348,954.2727272727273,2208.967741935484,7953.95,66.57142857142857
5238,7.127418874665079,836.0723684210526,2686.2189349112427,1480.6203703703704,31.039772727272727,12268.981132075472,3553.4805194805194,1692.8064516129032,373.4871794871795,513.6896551724138,262.5,248.33333333333334,1246.0,477.03921568627453,41.369565217391305,7012.027027027027,814.3333333333334,1147.3703703703704,2580.36,34.21818181818182,58.82051282051282,86.3225806451613,635.3793103448276,891.8717948717949,1509.8076923076924,456.92,1894.608695652174,346.8636363636364,1800.0967741935483,4416.85,30.38095238095238
5300,16.24188746650789,2448.9736842105262,3915.816568047337,3941.8981481481483,93.35795454545455,1317.5943396226414,3834.3506493506493,3515.2096774193546,578.9230769230769,1767.344827586207,264.09090909090907,5021.333333333333,2044.826923076923,1553.549019607843,62.32608695652174,7954.7027027027025,1418.5333333333333,1025.8148148148148,2061.08,108.25454545454545,63.743589743589745,89.51612903225806,1824.6896551724137,2132.025641025641,1602.7307692307693,1180.64,2935.3478260869565,926.9545454545455,3379.451612903226,7929.65,83.95238095238095
5500,19.309913664781185,2952.9901315789475,4080.816568047337,6074.833333333333,103.57954545454545,920.8301886792453,3726.6103896103896,4227.693548387097,517.5128205128206,894.2413793103449,76.81818181818181,1656.904761904762,2422.403846153846,2095.2156862745096,67.5,8884.297297297297,1166.7,927.2962962962963,1876.4,112.05454545454545,44.05128205128205,75.09677419354838,1587.4137931034484,2745.641025641026,1669.923076923077,1082.0,3072.608695652174,1298.8636363636363,3936.451612903226,10585.5,99.33333333333333
5525,8.750148853825543,1152.9934210526317,2598.05325443787,2473.3796296296296,40.69318181818182,947.3396226415094,3203.9220779220777,2008.3225806451612,359.7435897435897,345.82758620689657,325.5,1208.3333333333333,1180.9807692307693,723.4705882352941,45.47826086956522,6621.5675675675675,858.6333333333333,825.5925925925926,2263.32,43.472727272727276,43.58974358974359,41.935483870967744,752.9655172413793,1182.4871794871794,941.0,555.24,2137.478260869565,610.7272727272727,2262.3225806451615,5068.7,43.80952380952381
