entrezgene,Components
84268,5
5338,5
9526,5
23639,5
904,5
57153,5
27180,5
599,5
25938,5
55837,5
1603,5
9459,5
80185,5
1028,5
6192,5
863,5
8226,5
84766,5
6303,5
5589,5
51337,5
5819,5
23039,5
9667,5
25873,5
148229,5
84705,5
684,5
376497,5
55695,5
79709,5
25796,5
56995,5
83861,5
81,5
10095,5
57688,5
55201,5
113730,5
54795,5
157922,5
140685,5
85441,5
140700,5
4046,5
25814,5
10844,5
3911,5
11047,5
10585,5
83549,5
27243,5
10155,5
54958,5
23211,5
9535,5
57470,5
9473,5
6249,5
8666,5
1786,5
6535,5
1736,5
4354,5
55422,5
4037,5
7317,5
23345,5
9113,5
25980,5
23229,5
126299,5
7700,5
1327,5
23199,5
51659,5
5119,5
2161,5
80758,5
4772,5
3620,5
10487,5
22,5
84658,5
23180,5
8572,5
4245,5
6155,5
1729,5
7322,5
116983,5
8500,5
79652,5
79228,5
4814,5
3597,5
10948,5
5914,5
8799,5
2330,5
10401,5
5565,5
57343,5
55829,5
22856,5
3996,5
55145,5
55860,5
3337,5
6737,5
22907,5
5894,5
23225,5
23647,5
23378,5
26515,5
55037,5
8864,5
5562,5
6117,5
7326,5
23480,5
3021,5
54739,5
1742,5
6388,5
54496,5
7014,5
29107,5
5786,5
79368,5
3508,5
4595,5
56259,5
55544,5
10955,5
93611,5
51164,5
1024,5
241,5
5287,5
94240,5
55425,5
84106,5
23640,5
1455,5
85329,5
5920,5
123811,5
66035,5
55303,5
23608,5
79572,5
3845,5
1875,5
759,5
272,5
81846,5
9645,5
22800,5
5977,5
80017,5
23508,5
1965,5
55140,5
9811,5
51124,5
4064,5
8536,5
8553,5
55207,5
9695,5
79768,5
55119,5
10390,5
9398,5
51535,5
54407,5
91543,5
129607,5
285148,5
3572,5
57614,5
84991,5
902,5
85019,5
1794,5
53,5
51765,5
90853,5
91408,5
84950,5
25941,5
9704,5
9415,5
5156,5
337867,5
55082,5
2113,5
51014,5
324,5
9315,5
26578,5
55312,5
23670,5
51280,5
29968,5
81689,5
79616,5
51347,5
8638,5
5025,5
1840,5
50640,5
26136,5
29969,5
25821,5
10492,5
4907,5
6885,5
79899,5
4005,5
51317,5
517,5
85406,5
3679,5
116986,5
1019,5
84872,5
91,5
10956,5
8763,5
6610,5
10505,5
10574,5
10322,5
9958,5
1368,5
4193,5
10200,5
9764,5
1783,5
55336,5
29109,5
6553,5
80003,5
54583,5
23456,5
2752,5
1660,5
149041,5
9654,5
81618,5
9470,5
51719,5
1329,5
84804,5
9392,5
9648,5
26122,5
23479,5
55681,5
55198,5
23325,5
50853,5
9882,5
23143,5
55213,5
51131,5
4008,5
9445,5
55270,5
3936,5
83852,5
55501,5
10457,5
5879,5
11014,5
11097,5
55146,5
313,5
9238,5
54606,5
83605,5
64005,5
3658,5
55316,5
6426,5
64108,5
4711,5
11311,5
3557,5
55339,5
84317,5
79595,5
92856,5
56886,5
8027,5
10006,5
56262,5
27348,5
9314,5
1861,5
27090,5
7111,5
55755,5
1317,5
55014,5
2356,5
10868,5
9550,5
54881,5
8818,5
55363,5
51531,5
10244,5
10541,5
5082,5
11224,5
1515,5
81873,5
90871,5
64425,5
3590,5
152006,5
7094,5
11258,5
971,5
51754,5
9380,5
6194,5
10695,5
89953,5
7746,5
5292,5
2766,5
23070,5
25844,5
55362,5
3662,5
8737,5
6941,5
9656,5
79969,5
7172,5
23787,5
57176,5
129685,5
83888,5
132864,5
85462,5
9873,5
408,5
10068,5
4926,5
54843,5
27314,5
58487,5
96764,5
55601,5
6653,5
2230,5
64776,5
838,5
79811,5
7057,5
51103,5
56965,5
6176,5
27229,5
5330,5
102,5
56267,5
10964,5
10561,5
8634,5
85465,5
109,5
1545,5
5861,5
10097,5
51374,5
26509,5
57559,5
51063,5
1763,5
471,5
6775,5
4664,5
3417,5
29789,5
9541,5
6744,5
30061,5
84925,5
57337,5
29766,5
60490,5
8482,5
84993,5
10144,5
55008,5
51191,5
153020,5
55132,5
4283,5
9908,5
55752,5
901,5
8615,5
306,5
27068,5
10427,5
64116,5
83606,5
91445,5
64098,5
2120,5
23710,5
144402,5
121512,5
58516,5
121536,5
55500,5
55080,5
939,5
5830,5
11010,5
55266,5
1848,5
282809,5
121260,5
84934,5
9818,5
283537,5
6541,5
222484,5
79035,5
91012,5
7786,5
3695,5
55716,5
60314,5
23344,5
115825,5
10161,5
2098,5
5925,5
65082,5
54509,5
8562,5
10150,5
84945,5
8451,5
81542,5
57161,5
6252,5
7453,5
91833,5
9990,5
4236,5
10169,5
256586,5
663,5
6727,5
146059,5
54939,5
92912,5
9051,5
597,5
55466,5
7168,5
3480,5
91947,5
585,5
5371,5
374655,5
55898,5
5045,5
7385,5
1039,5
10300,5
123920,5
146225,5
81631,5
6187,5
4716,5
5170,5
22980,5
55090,5
9611,5
79018,5
8844,5
57610,5
64180,5
81577,5
55275,5
8631,5
85464,5
22901,5
51651,5
6760,5
55197,5
83608,5
2589,5
114876,5
6563,5
84225,5
7157,5
11322,5
9123,5
9775,5
6904,5
201292,5
6398,5
56270,5
4152,5
4089,5
54877,5
115024,5
84299,5
3487,5
29985,5
63977,5
5211,5
7409,5
91039,5
641649,5
57677,5
23410,5
10410,5
80162,5
57410,5
207,5
2014,5
79760,5
23624,5
57140,5
11132,5
4542,5
91662,5
90580,5
10498,5
115704,5
89790,5
6205,5
23521,5
51070,5
473,5
10256,5
6135,5
79932,5
55194,5
9064,5
23038,5
85369,5
5686,5
963,5
261726,5
8804,5
55827,5
7371,5
54499,5
5451,5
4259,5
2212,5
6391,5
83416,5
51093,5
93183,5
3068,5
9213,5
26092,5
80222,5
9869,5
54507,5
5298,5
8394,5
55793,5
10500,5
55204,5
1939,5
7159,5
11000,5
10456,5
3608,5
128061,5
2590,5
79573,5
1130,5
9859,5
52,5
163859,5
23219,5
3707,5
79169,5
129642,5
3930,5
9580,5
5778,5
130589,5
6233,5
51542,5
55252,5
9391,5
23020,5
64969,5
113419,5
8446,5
11159,5
3899,5
339745,5
80856,5
83879,5
130507,5
151050,5
84236,5
51281,5
2177,5
79137,5
9125,5
114790,5
51143,5
64651,5
54977,5
2803,5
6161,5
9039,5
64332,5
91775,5
55347,5
285282,5
114885,5
6988,5
9730,5
7873,5
8893,5
1609,5
81608,5
6622,5
493856,5
92610,5
80854,5
55016,5
6423,5
6189,5
56034,5
84869,5
285440,5
4726,5
10299,5
6715,5
6167,5
3001,5
5295,5
5921,5
23262,5
64924,5
64839,5
56929,5
51397,5
9140,5
81555,5
78991,5
55651,5
64777,5
3779,5
51256,5
26249,5
22838,5
4794,5
10957,5
116843,5
84310,5
9586,5
113130,5
5814,5
4191,5
2631,5
908,5
222255,5
55262,5
56996,5
89122,5
56257,5
84928,5
11011,5
64434,5
30011,5
8573,5
7403,5
56548,5
54539,5
7592,5
6872,5
90060,5
8473,5
3561,5
27316,5
7739,5
6134,5
55246,5
55909,5
9046,5
51312,5
91782,5
80005,5
84513,5
54904,5
137872,5
9166,5
8667,5
4715,5
93100,5
1030,5
1029,5
203228,5
26267,5
549,5
7357,5
401548,5
2040,5
2934,5
92399,5
210,5
6834,5
6835,5
6838,5
6130,5
9328,5
80142,5
28989,5
25792,5
56904,5
286257,5
4851,5
9712,5
22921,5
23590,5
29982,5
26091,5
818,5
2746,5
54788,5
1979,5
92170,5
85450,5
27315,5
64852,5
8525,5
10480,5
710,5
84364,5
10658,5
143686,5
79780,5
726,5
5058,5
6188,5
54970,5
60496,5
6768,5
9219,5
79869,5
26229,5
6876,5
149951,5
79980,5
220064,5
83707,5
84304,5
83706,5
2197,5
738,5
5531,5
8479,5
124446,5
51503,5
84159,5
114609,5
26524,5
10284,5
11098,5
54545,5
22948,5
1737,5
55216,5
5305,5
9871,5
23457,5
196383,5
7316,5
144110,5
253430,5
9231,5
283464,5
1977,5
1456,5
129787,5
4718,5
140609,5
63894,5
57182,5
55691,5
29087,5
112936,5
143187,5
5860,5
57700,5
79691,5
101,5
6868,5
2313,5
196394,5
26272,5
143384,5
9531,5
9910,5
4249,5
79833,5
79596,5
26040,5
120534,5
57724,5
498,5
147339,5
5163,5
83734,5
284309,5
64421,5
9397,5
219333,5
814,5
678,5
5213,5
25780,5
51128,5
160897,5
24138,5
3087,5
7402,5
5796,5
9412,5
6728,5
9425,5
23589,5
55024,5
51061,5
10461,5
84910,5
5937,5
51571,5
22878,5
57407,5
112616,5
64795,5
925,5
22934,5
2960,5
136895,5
221895,5
79047,5
8526,5
124540,5
5529,5
10750,5
56172,5
64221,5
4900,5
54463,5
2838,5
26207,5
200014,5
5578,5
23043,5
252969,5
84033,5
81559,5
388650,5
518,5
54149,5
2551,5
201163,5
23228,5
147495,5
65258,5
51560,5
91369,5
51582,5
528,5
51633,5
23097,5
112495,5
55326,5
64210,5
55361,5
83742,5
118813,5
81894,5
6782,5
29761,5
4343,5
6566,5
55027,5
9056,5
23367,5
166968,5
9601,5
285172,5
133522,5
9844,5
134353,5
5922,5
51643,5
7411,5
137492,5
90550,5
91748,5
1633,5
286148,5
128338,5
56911,5
571,5
7102,5
7074,5
23552,5
84108,5
122416,5
122402,5
6156,5
6832,5
159090,5
84295,5
9246,5
60685,5
27020,5
23522,5
142891,5
10813,5
9530,5
931,5
114907,5
5261,5
115416,5
5147,5
9797,5
6396,5
115548,5
23648,5
8321,5
57798,5
203328,5
10901,5
197258,5
3815,5
54778,5
26060,5
90139,5
4599,5
90993,5
257397,5
79856,5
254048,5
673,5
84255,5
10239,5
9364,5
64897,5
26119,5
5051,5
9577,5
63875,5
1844,5
91544,5
4690,5
2140,5
10163,5
388591,5
8450,5
8365,5
340348,5
23382,5
9334,5
653361,5
90121,5
130617,5
81544,5
212,5
222068,5
84919,5
56946,5
8407,5
54935,5
115992,5
50848,5
7391,5
124044,5
4817,5
978,5
8703,5
2039,5
4720,5
57805,5
2035,5
54461,5
8867,5
1465,5
516,5
65264,5
149473,5
861,5
83440,5
5763,5
23569,5
51094,5
51706,5
5710,5
5692,5
7832,5
8659,5
117145,5
267,5
64843,5
89970,5
221188,5
1636,5
51673,5
9114,5
6002,5
5681,5
7791,5
150275,5
203260,5
10020,5
115650,5
5739,5
808,5
56063,5
29101,5
27151,5
9619,5
53347,5
8566,5
2539,5
1476,5
8568,5
139716,5
326,5
3689,5
5900,5
4047,5
6285,5
3275,5
11094,5
11182,5
92799,5
112724,5
10444,5
84885,5
29941,5
162989,5
23387,5
120425,5
9159,5
6294,5
80308,5
55823,5
79671,5
103,5
2224,5
10712,5
79957,5
4000,5
1234,5
151903,5
56893,5
115352,5
112939,5
9592,5
84124,5
4061,5
51160,5
84939,5
84449,5
80228,5
54784,5
10603,5
51149,5
8878,5
11282,5
6132,5
222229,5
1173,5
93210,5
29115,5
5635,5
126133,5
124801,5
80174,5
160622,5
147841,5
246,5
340205,5
400569,5
58191,5
388325,5
433,5
8741,5
79622,5
197335,5
339123,5
51005,5
114984,5
220004,5
80150,5
51035,5
10629,5
84447,5
23358,5
10691,5
84328,5
116362,5
9249,5
7805,5
553115,5
57648,5
55450,5
199990,5
1953,5
4774,5
284611,5
2634,5
148867,5
84838,5
25893,5
5824,5
51278,5
129285,5
165140,5
80232,5
5966,5
51127,5
84661,5
26225,5
112942,5
79677,5
3020,5
56997,5
56916,5
1520,5
79626,5
79005,5
6944,5
90957,5
7039,5
7855,5
54876,5
132789,5
8545,5
204851,5
128240,5
55356,5
476,5
116064,5
80128,5
3577,5
10109,5
7203,5
6746,5
64320,5
57703,5
201595,5
115350,5
8802,5
4332,5
1493,5
23429,5
151987,5
131450,5
25871,5
23001,5
285521,5
80145,5
8833,5
6133,5
201895,5
54502,5
78987,5
64419,5
151613,5
5473,5
5196,5
2919,5
25898,5
2992,5
84343,5
11073,5
6259,5
130557,5
22950,5
151056,5
57456,5
54585,5
79443,5
1230,5
9204,5
55689,5
80149,5
5984,5
7086,5
5580,5
55193,5
57654,5
7884,5
4043,5
131540,5
200931,5
54965,5
6286,5
114625,5
51058,5
166929,5
23173,5
79982,5
3015,5
993,5
51246,5
10252,5
80167,5
84315,5
23132,5
51368,5
132160,5
401152,5
80817,5
3248,5
55314,5
51313,5
23379,5
6059,5
54726,5
55751,5
153396,5
91137,5
134429,5
651746,5
133619,5
55109,5
134266,5
256987,5
64167,5
253260,5
167153,5
84135,5
23305,5
115004,5
10370,5
94081,5
221955,5
9263,5
79685,5
10569,5
9232,5
7559,5
94120,5
619279,5
117289,5
22853,5
5885,5
90390,5
55074,5
26173,5
1020,5
6522,5
1345,5
25879,5
94241,5
138716,5
318,5
157378,5
51271,5
6850,5
216,5
2203,5
11244,5
58526,5
654817,5
55342,5
26130,5
158234,5
84720,5
30968,5
254065,5
220213,5
254170,5
203522,5
171546,5
7486,5
220972,5
1073,5
2957,5
283209,5
221035,5
7570,5
23588,5
9147,5
57156,5
118987,5
23172,5
169714,5
64324,5
10935,5
10495,5
23203,5
10807,5
8328,5
3251,5
9188,5
64745,5
26012,5
51222,5
56339,5
53349,5
10023,5
5702,5
53981,5
64112,5
221079,5
255394,5
116173,5
84706,5
121457,5
84936,5
6692,5
29117,5
1152,5
115708,5
9221,5
9318,5
79827,5
79156,5
6609,5
322,5
3611,5
1200,5
1528,5
9710,5
84460,5
9866,5
6157,5
23300,5
440026,5
50810,5
26253,5
338339,5
7084,5
90701,5
65084,5
81565,5
51647,5
7184,5
10904,5
567,5
113201,5
162394,5
124491,5
290,5
84516,5
54386,5
10845,5
9880,5
54948,5
7529,5
115752,5
4088,5
64400,5
10982,5
11051,5
5090,5
5245,5
80221,5
2801,5
26995,5
51117,5
57171,5
2021,5
56905,5
257160,5
54920,5
915,5
28227,5
4218,5
2879,5
199786,5
55295,5
4597,5
6137,5
7846,5
57701,5
84807,5
3903,5
116115,5
83696,5
10653,5
90522,5
1613,5
1938,5
10036,5
80700,5
84717,5
10501,5
113655,5
90990,5
124935,5
83547,5
55611,5
84926,5
148156,5
4723,5
7001,5
10871,5
11314,5
10476,5
147138,5
100505501,5
83986,5
54442,5
5866,5
6520,5
26005,5
9881,5
3921,5
8772,5
116071,5
283234,5
5368,5
10980,5
5049,5
84309,5
149603,5
55788,5
132158,5
92181,5
28511,5
64943,5
648,5
54899,5
3008,5
115294,5
378,5
84879,5
6890,5
23192,5
649,5
347735,5
1281,5
55602,5
6575,5
79089,5
90204,5
8313,5
4725,5
753,5
134218,5
54910,5
2948,5
54790,5
10098,5
9925,5
6645,5
53407,5
85476,5
10713,5
79155,5
51255,5
10791,5
10917,5
92305,5
153241,5
56947,5
8681,5
521,5
84179,5
207063,5
8623,5
293,5
25849,5
53944,5
22809,5
7336,5
197370,5
10421,5
10636,5
26000,5
10960,5
53917,5
27166,5
23117,5
8233,5
55276,5
5724,5
93380,5
83877,5
25932,5
5093,5
9022,5
123207,5
23119,5
201255,5
10555,5
79058,5
2815,5
2873,5
51181,5
7360,5
55454,5
57099,5
81844,5
9185,5
94056,5
23252,5
79724,5
83443,5
7532,5
10477,5
197320,5
23235,5
84640,5
9121,5
114825,5
84520,5
23587,5
56980,5
10678,5
2353,5
10972,5
6419,5
10446,5
7779,5
196410,5
3035,5
152518,5
929,5
79697,5
51237,5
5036,5
5209,5
26145,5
28991,5
83787,5
80305,5
11016,5
9306,5
3799,5
3344,5
84669,5
8493,5
25948,5
9778,5
11236,5
6203,5
79042,5
126014,5
85315,5
120526,5
90338,5
1084,5
2358,5
2357,5
53838,5
4534,5
155066,5
10474,5
29071,5
79095,5
203245,5
51282,5
2548,5
51013,5
51545,5
171023,5
54811,5
93134,5
26156,5
55144,5
6902,5
598,5
10316,5
51523,5
171558,5
10287,5
8841,5
3960,5
79029,5
596,5
83695,5
1296,5
144699,5
5394,5
6241,5
51112,5
6227,5
719,5
5728,5
246243,5
7764,5
653464,5
126410,5
221037,5
7064,5
126308,5
54205,5
926,5
3669,5
7690,5
1798,5
682,5
669,5
8801,5
3603,5
84331,5
150678,5
54676,5
7572,5
79694,5
4299,5
9158,5
57571,5
54971,5
5499,5
1521,5
89857,5
118487,5
30008,5
80194,5
148203,5
91607,5
79612,5
80011,5
339122,5
326624,5
167227,5
6169,5
54961,5
8824,5
3849,5
285268,5
84153,5
338692,5
9943,5
10524,5
156,5
5970,5
283450,5
27235,5
3310,5
51504,5
2101,5
150684,5
10800,5
165631,5
1163,5
22885,5
2745,5
9657,5
2804,5
653784,5
79660,5
4296,5
10221,5
1605,5
51126,5
254102,5
83591,5
147687,5
79834,5
4485,5
29925,5
92597,5
90441,5
64859,5
1106,5
11163,5
6573,5
9986,5
1964,5
57493,5
3267,5
924,5
57674,5
23333,5
163049,5
26996,5
3212,5
115123,5
126074,5
5936,5
152002,5
9973,5
375387,5
84984,5
253512,5
8722,5
23592,5
284613,5
23269,5
201232,5
3981,5
488,5
6124,5
10260,5
246330,5
65003,5
79647,5
90806,5
10781,5
153339,5
285590,5
25855,5
9610,5
2015,5
201627,5
201626,5
254263,5
81876,5
81490,5
125988,5
253980,5
29909,5
26259,5
125144,5
7189,5
55279,5
56945,5
55690,5
80851,5
388403,5
5708,5
1649,5
10540,5
392,5
10025,5
9776,5
23015,5
9537,5
85007,5
8815,5
56674,5
84285,5
8665,5
285598,5
1212,5
374403,5
9092,5
126364,5
144245,5
83638,5
5870,5
5029,5
2072,5
11007,5
6199,5
146691,5
146712,5
22877,5
54998,5
8607,5
202309,5
79666,5
57633,5
63893,5
116068,5
113829,5
9807,5
8636,5
1479,5
79643,5
55254,5
1351,5
51379,5
6051,5
163126,5
56888,5
84277,5
112869,5
11145,5
2788,5
4642,5
80230,5
54621,5
284207,5
23141,5
29952,5
140775,5
10522,5
345778,5
391,5
196527,5
403341,5
6888,5
374907,5
80205,5
11253,5
64925,5
3090,5
219285,5
441951,5
930,5
10425,5
79718,5
401474,5
6181,5
3725,5
2629,5
28976,5
57085,5
977,5
5441,5
389289,5
2314,5
66005,5
374969,5
2885,5
151188,5
158056,5
92806,5
6232,5
55272,5
55929,5
3615,5
25915,5
51027,5
254251,5
340152,5
143888,5
63917,5
348654,5
8834,5
389072,5
54681,5
9852,5
4094,5
2081,5
84875,5
23512,5
63899,5
115207,5
54913,5
2907,5
7056,5
9377,5
151176,5
124599,5
4351,5
9242,5
147991,5
6879,5
2580,5
7284,5
27335,5
112574,5
93621,5
1537,5
2193,5
144108,5
80153,5
2517,5
143458,5
5886,5
5781,5
79730,5
3119,5
2624,5
1960,5
285908,5
50628,5
161882,5
23580,5
91523,5
9582,5
400960,5
9792,5
126326,5
84948,5
7710,5
22928,5
151306,5
55017,5
79738,5
22827,5
10194,5
284273,5
197407,5
284417,5
255043,5
1731,5
54952,5
11336,5
66004,5
9282,5
1104,5
4947,5
2535,5
3059,5
222166,5
90411,5
54494,5
23526,5
8204,5
168620,5
2529,5
8334,5
8347,5
5551,5
55432,5
169200,5
53637,5
166012,5
120103,5
253832,5
124961,5
389362,5
404093,5
23510,5
728294,5
55783,5
255252,5
64782,5
79147,5
126003,5
79813,5
352962,5
286075,5
4869,5
23401,5
284114,5
79701,5
84282,5
29072,5
399664,5
53829,5
284459,5
286451,5
169693,5
6478,5
285195,5
84967,5
768211,5
10193,5
134553,5
84890,5
51287,5
5571,5
283989,5
7318,5
51021,5
23641,5
81532,5
338707,5
2055,5
55666,5
147968,5
23265,5
654816,5
51218,5
55256,5
201305,5
1436,5
22906,5
302,5
3214,5
338442,5
55794,5
64746,5
3932,5
8241,5
6165,5
28970,5
2130,5
221178,5
25904,5
5831,5
84316,5
199675,5
161,5
2621,5
57596,5
11251,5
5877,5
2188,5
10856,5
54880,5
8690,5
2275,5
100128569,5
126075,5
10946,5
29933,5
4600,5
54855,5
253190,5
84193,5
119559,5
116541,5
56941,5
1232,5
348327,5
10189,5
359845,5
7378,5
84851,5
146223,5
23585,5
10607,5
150209,5
80139,5
1233,5
256281,5
29944,5
7404,5
387893,5
6525,5
8073,5
71,5
29796,5
7122,5
8508,5
140739,5
11066,5
116448,5
220323,5
8338,5
10078,5
8398,5
26039,5
116447,5
2826,5
4303,5
1850,5
9021,5
90134,5
139285,5
8349,5
55911,5
25923,5
55967,5
23762,5
155435,5
90135,5
6612,5
752,5
391356,5
286256,5
7490,5
79050,5
80757,5
10572,5
140707,5
8694,5
26985,5
23764,5
80789,5
11124,5
387263,5
10581,5
353274,5
55015,5
283991,5
84614,5
339230,5
8558,5
8651,5
283643,5
9146,5
126282,5
51263,5
25840,5
374395,5
285513,5
246329,5
3665,5
10336,5
5719,5
677,5
7332,5
333929,5
79842,5
730094,5
253943,5
79943,5
105,5
3434,5
159013,5
10320,5
5833,5
10134,5
140691,5
8519,5
200942,5
5727,5
55599,5
10308,5
23299,5
22821,5
51079,5
146722,5
3852,5
120227,5
338657,5
84937,5
64757,5
55330,5
5501,5
6256,5
7626,5
6228,5
54331,5
11118,5
3638,5
84065,5
257106,5
114826,5
2306,5
375686,5
7328,5
80829,5
84307,5
3861,5
129293,5
8784,5
23390,5
83715,5
353345,5
51259,5
5333,5
957,5
152100,5
57698,5
91404,5
4059,5
2057,5
51182,5
9636,5
51393,5
6917,5
10507,5
8632,5
10445,5
64170,5
375033,5
347454,5
1978,5
116224,5
729956,5
388512,5
353116,5
10123,5
285852,5
6300,5
375790,5
376940,5
389541,5
5575,5
10383,5
5133,5
1121,5
284325,5
4077,5
84247,5
375743,5
6006,5
29780,5
51114,5
643155,5
10811,5
4520,5
387921,5
441168,5
84464,5
9045,5
339287,5
26155,5
25920,5
134637,5
4697,5
51136,5
284415,5
83862,5
340120,5
51155,5
7259,5
55629,5
80317,5
132660,5
9679,5
3146,5
8510,5
3556,5
5079,5
653319,5
3123,5
6275,5
83931,5
54737,5
84458,5
60491,5
84278,5
9883,5
29068,5
55340,5
1604,5
84628,5
9361,5
79754,5
5770,5
2547,5
9819,5
79693,5
27153,5
100289635,5
6817,5
54834,5
27010,5
6536,5
399687,5
54785,5
23654,5
57591,5
6925,5
643836,5
54543,5
84941,5
51321,5
170959,5
4763,5
3117,5
2760,5
55534,5
89853,5
64771,5
100,5
160760,5
374354,5
286101,5
9260,5
2316,5
837,5
307,5
8270,5
51108,5
29950,5
541578,5
309,5
147923,5
92714,5
79690,5
1778,5
5094,5
84619,5
123096,5
5718,5
5265,5
25959,5
57162,5
3064,5
728,5
4217,5
373156,5
3182,5
6693,5
89887,5
3004,5
10533,5
57799,5
23556,5
955,5
84188,5
219972,5
6709,5
57565,5
6120,5
5660,5
6281,5
222662,5
6168,5
1675,5
79892,5
197342,5
8733,5
54557,5
4641,5
128,5
85236,5
30001,5
6277,5
6136,5
7675,5
127687,5
85028,5
28977,5
57089,5
6191,5
7637,5
140885,5
2870,5
54708,5
7541,5
9814,5
57209,5
161145,5
54989,5
57708,5
10905,5
90987,5
65992,5
7027,5
23334,5
1438,5
6147,5
55315,5
6815,5
55153,5
144717,5
415116,5
2673,5
7296,5
158586,5
84914,5
83699,5
51441,5
10230,5
55319,5
3127,5
11321,5
9874,5
987,5
10920,5
23054,5
221477,5
4541,5
55705,5
4513,5
23116,5
4519,5
9646,5
51734,5
57154,5
9578,5
4736,5
4536,5
92241,5
4540,5
29883,5
25829,5
9860,5
4512,5
4860,5
2710,5
919,5
51465,5
9909,5
11179,5
4537,5
51714,5
916,5
9853,5
58505,5
146923,5
2869,5
25853,5
4538,5
4535,5
85457,5
4508,5
7150,5
79065,5
353,5
9755,5
4514,5
7052,5
259230,5
84288,5
128387,5
1378,5
2214,5
55251,5
439996,5
340527,5
84243,5
1616,5
6920,5
6015,5
339229,5
100507463,5
5696,5
3122,5
6048,5
10554,5
63943,5
64978,5
8859,5
1797,5
6499,5
7936,5
10919,5
3304,5
57819,5
55777,5
80739,5
7918,5
57827,5
7917,5
199,5
259197,5
7940,5
4277,5
3107,5
54535,5
23,5
11025,5
3133,5
10107,5
80862,5
10399,5
3135,5
3134,5
84335,5
5987,5
6311,5
3104,5
440145,5
57126,5
10206,5
100130958,5
645121,5
286144,5
644096,5
5699,5
5150,5
100113407,5
317762,5
7114,5
51451,5
388931,5
6453,5
162073,5
79958,5
285636,5
403313,5
283314,5
100131017,5
10921,5
90861,5
57194,5
10866,5
3105,5
201562,5
23243,5
440944,5
280636,5
23012,5
22908,5
55652,5
692086,5
339263,5
339803,5
11116,5
22828,5
10962,5
170575,5
4893,5
83463,5
3931,5
6494,5
494115,5
10011,5
3073,5
113179,5
5500,5
54978,5
1192,5
6235,5
56413,5
1773,5
10379,5
9080,5
55739,5
100271849,5
2595,5
79086,5
7106,5
8904,5
220729,5
255809,5
51024,5
100505854,5
441272,5
79441,5
440503,5
51400,5
10809,5
9189,5
221092,5
678655,5
652276,5
1654,5
64601,5
284837,5
56900,5
100131187,5
96459,5
440400,5
5534,5
400713,5
80830,5
3995,5
7311,5
6293,5
3045,5
3115,5
172,5
101927027,5
80772,5
342371,5
221710,5
100505696,5
148413,5
102723566,5
9842,5
101060691,5
65010,5
100128071,5
2074,5
389634,5
440465,5
100288778,5
253039,5
9834,5
9277,5
4050,5
493812,5
4509,5
100128731,5
6171,5
100507347,5
5004,5
7503,5
100131801,5
645784,5
3113,5
6222,5
101927765,5
388789,5
3120,5
7124,5
84973,5
2876,5
100506915,5
7726,5
728927,5
51275,5
8629,5
3106,5
266655,5
388588,5
642559,5
8705,5
58486,5
107984360,5
254128,5
220930,5
84752,5
91368,5
100129842,5
3118,5
90120,5
343171,5
81567,5
7844,5
51608,5
11027,5
280,5
5698,5
147947,5
90639,5
57461,5
257068,5
4282,5
3112,5
27297,5
6173,5
9551,5
10093,5
539,5
80301,5
5297,5
8420,5
26286,5
101735302,5
3692,5
3109,5
150000,5
57553,5
11230,5
647087,5
1945,5
100131176,5
10137,5
79168,5
151516,5
10443,5
145837,5
1050,5
389641,5
390595,5
192111,5
729013,5
85364,5
11344,5
92935,5
100233209,5
283663,5
3640,5
984,5
285505,5
25864,5
4671,5
285638,5
10016,5
25907,5
374887,5
389203,5
2994,5
27239,5
90423,5
378938,5
100049587,5
90024,5
100507392,5
387751,5
55845,5
23741,5
81488,5
401258,5
90649,5
85027,5
3145,5
11232,5
26065,5
283459,5
10778,5
255783,5
10330,5
93432,5
1523,5
91612,5
124944,5
283624,5
112268124,5
90799,5
103344931,5
23246,5
79585,5
10929,5
9641,5
100506779,5
9939,5
27246,5
9554,5
790952,5
23380,5
83593,5
92335,5
284565,5
8031,5
339192,5
400617,5
7767,5
100505761,5
112398,5
8148,5
140809,5
6352,5
284021,5
101929623,5
284615,5
11165,5
107985216,5
55802,5
107985209,5
100129550,5
9326,5
378706,5
256302,5
30837,5
81554,5
4302,5
79873,5
94059,5
6351,5
26574,5
8345,5
102724594,5
6029,5
146850,5
1602,5
8367,5
3012,5
5691,5
7554,5
80179,5
84311,5
100859930,5
100129503,5
126661,5
285463,5
283876,5
103021294,5
100421372,5
728392,5
8813,6
57147,6
57185,6
54467,6
51056,6
26,6
8379,6
3927,6
56603,6
843,6
10181,6
381,6
23129,6
2288,6
23028,6
10180,6
84254,6
5965,6
115703,6
51364,6
996,6
1856,6
5976,6
5439,6
79657,6
5577,6
9256,6
57414,6
25998,6
23077,6
26224,6
7543,6
3920,6
3674,6
51573,6
9020,6
163,6
5898,6
80853,6
54623,6
27072,6
60528,6
57787,6
90273,6
9703,6
113000,6
9254,6
8938,6
55735,6
1870,6
5689,6
6853,6
3720,6
65220,6
9043,6
4257,6
4784,6
54497,6
7095,6
6224,6
7812,6
9690,6
199870,6
80342,6
51603,6
8798,6
928,6
25900,6
23166,6
920,6
695,6
3077,6
3097,6
6924,6
1185,6
10867,6
51099,6
26993,6
51096,6
5725,6
5286,6
5329,6
58525,6
23637,6
8491,6
57146,6
2067,6
4007,6
60481,6
55148,6
11183,6
30845,6
5704,6
